target_date,decision_rule,forecast_daily_max_c,gp_residual_mean_c,gp_residual_std_c,gp_temperature_mean_c,gp_temperature_std_c,gp_temperature_q01_c,gp_temperature_q02_c,gp_temperature_q03_c,gp_temperature_q04_c,gp_temperature_q05_c,gp_temperature_q06_c,gp_temperature_q07_c,gp_temperature_q08_c,gp_temperature_q09_c,gp_temperature_q10_c,gp_temperature_q11_c,gp_temperature_q12_c,gp_temperature_q13_c,gp_temperature_q14_c,gp_temperature_q15_c,gp_temperature_q16_c,gp_temperature_q17_c,gp_temperature_q18_c,gp_temperature_q19_c,gp_temperature_q20_c,gp_temperature_q21_c,gp_temperature_q22_c,gp_temperature_q23_c,gp_temperature_q24_c,gp_temperature_q25_c,gp_temperature_q26_c,gp_temperature_q27_c,gp_temperature_q28_c,gp_temperature_q29_c,gp_temperature_q30_c,gp_temperature_q31_c,gp_temperature_q32_c,gp_temperature_q33_c,gp_temperature_q34_c,gp_temperature_q35_c,gp_temperature_q36_c,gp_temperature_q37_c,gp_temperature_q38_c,gp_temperature_q39_c,gp_temperature_q40_c,gp_temperature_q41_c,gp_temperature_q42_c,gp_temperature_q43_c,gp_temperature_q44_c,gp_temperature_q45_c,gp_temperature_q46_c,gp_temperature_q47_c,gp_temperature_q48_c,gp_temperature_q49_c,gp_temperature_q50_c,gp_temperature_q51_c,gp_temperature_q52_c,gp_temperature_q53_c,gp_temperature_q54_c,gp_temperature_q55_c,gp_temperature_q56_c,gp_temperature_q57_c,gp_temperature_q58_c,gp_temperature_q59_c,gp_temperature_q60_c,gp_temperature_q61_c,gp_temperature_q62_c,gp_temperature_q63_c,gp_temperature_q64_c,gp_temperature_q65_c,gp_temperature_q66_c,gp_temperature_q67_c,gp_temperature_q68_c,gp_temperature_q69_c,gp_temperature_q70_c,gp_temperature_q71_c,gp_temperature_q72_c,gp_temperature_q73_c,gp_temperature_q74_c,gp_temperature_q75_c,gp_temperature_q76_c,gp_temperature_q77_c,gp_temperature_q78_c,gp_temperature_q79_c,gp_temperature_q80_c,gp_temperature_q81_c,gp_temperature_q82_c,gp_temperature_q83_c,gp_temperature_q84_c,gp_temperature_q85_c,gp_temperature_q86_c,gp_temperature_q87_c,gp_temperature_q88_c,gp_temperature_q89_c,gp_temperature_q90_c,gp_temperature_q91_c,gp_temperature_q92_c,gp_temperature_q93_c,gp_temperature_q94_c,gp_temperature_q95_c,gp_temperature_q96_c,gp_temperature_q97_c,gp_temperature_q98_c,gp_temperature_q99_c
2026-06-01,12h_prior,30.0,1.4885394638157279,1.5571585415717548,31.488539463815727,1.5571585415717548,27.86604700108574,28.290526805381695,28.559845631949447,28.76244369435471,28.92724158897296,29.067510480779013,29.190498858711567,29.30062028216003,29.40077131094968,29.492960497063297,29.578640725222773,29.65889874431602,29.734569896082306,29.80631097464055,29.874648358595305,29.940010876742292,30.002752889808153,30.06317089862471,30.12151574936251,30.178001771189507,30.232813730916327,30.28611220459807,30.338037781693593,30.38871439515526,30.4382519880953,30.486748670627204,30.53429248046805,30.580962832385797,30.62683172098432,30.671964726247793,30.71642186010232,30.76025828389172,30.80352492033778,30.846268978722627,30.88853440830677,30.930362292103126,30.97179119086247,31.01285744534068,31.0535954435023,31.094037858185356,31.134215859847217,31.174159308282356,31.213896926614623,31.253456460390534,31.292864824214938,31.33214823805946,31.37133235512405,31.410442382933184,31.449503199192797,31.488539463815727,31.527575728438656,31.56663654469827,31.605746572507403,31.644930689571993,31.684214103416515,31.723622467240922,31.76318200101683,31.802919619349098,31.842863067784236,31.883041069446097,31.923483484129154,31.964221482290775,32.005287736768985,32.04671663552833,32.088544519324685,32.130809948908826,32.173554007293674,32.21682064373974,32.26065706752914,32.30511420138366,32.35024720664713,32.39611609524566,32.4427864471634,32.49033025700425,32.53882693953616,32.58836453247619,32.63904114593786,32.690966723033384,32.744265196715126,32.799077156441946,32.855563178268945,32.91390802900674,32.974326037823296,33.03706805088916,33.102430569036144,33.1707679529909,33.24250903154915,33.318180183315434,33.398438202408684,33.48411843056815,33.576307616681774,33.67645864547143,33.78658006891988,33.90956844685244,34.04983733865849,34.21463523327674,34.41723329568201,34.68655212224976,35.111031926545714
2026-06-01,24h_prior,29.2,1.462274310893452,1.574394931655229,30.66227431089345,1.574394931655229,26.999684008736637,27.42886243510226,27.70116238673057,27.90600303339463,28.072625097306332,28.214446643688785,28.338796395945906,28.45013676772906,28.55139638126034,28.64460602144521,28.731234655175196,28.812381060702762,28.888889826273353,28.961425016145267,29.03051883547618,29.09660485982343,29.160041372378554,29.22112815597958,29.280118833445894,29.337230106382833,29.392648786808845,29.446537228216226,29.499037576266815,29.55027513574292,29.600361066731338,29.649394565339165,29.697464643784393,29.744651595887355,29.79102821316955,29.83666080152851,29.881610037170137,29.92593169202633,29.969677252489106,30.01289445040625,30.05562772151835,30.097918603591523,30.139806084210502,30.181326906391714,30.22251583874455,30.263405915766914,30.30402865294602,30.34441424059828,30.38459171978754,30.42458914317936,30.46443372329985,30.504151970352915,30.54376982149709,30.583312763282226,30.622805948788805,30.66227431089345,30.701742672998098,30.741235858504677,30.780778800289813,30.820396651433988,30.86011489848705,30.899959478607546,30.939956901999363,30.980134381188623,31.020519968840883,31.06114270601999,31.102032783042354,31.14322171539519,31.1847425375764,31.22663001819538,31.268920900268554,31.311654171380653,31.354871369297797,31.39861692976057,31.442938584616765,31.487887820258393,31.533520408617353,31.579897025899548,31.62708397800251,31.675154056447738,31.724187555055565,31.774273486043985,31.825511045520088,31.878011393570677,31.931899834978058,31.98731851540407,32.04442978834101,32.10342046580732,32.164507249408345,32.22794376196347,32.29402978631072,32.36312360564163,32.43565879551355,32.51216756108414,32.59331396661171,32.6799426003417,32.773152240526564,32.87441185405784,32.985752225841,33.11010197809812,33.25192352448057,33.41854558839227,33.62338623505633,33.89568618668464,34.324864613050266
2026-06-01,6h_prior,29.4,1.5080180301072403,1.5549699774005794,30.90801803010724,1.5549699774005794,27.29061692898407,27.71450013295561,27.983440435745134,28.185753749456744,28.350320022979247,28.490391768853954,28.6132072883715,28.723173937726372,28.823184205670252,28.915243821194675,29.000803627012736,29.08094884460225,29.156513641641563,29.2281538891348,29.296395225868874,29.361665877926743,29.424319707986083,29.484652800151018,29.54291564803138,29.599322279558518,29.654057201855938,29.70728076529138,29.75913336172722,29.809738749929817,29.859206718487915,29.90763523962265,29.955112227315333,30.001716984717596,30.047521405245927,30.092590976712764,30.1369856266983,30.180760439017874,30.223966264822113,30.266650247041166,30.308856273165482,30.350625368466392,30.391996039498075,30.433004575940007,30.47368531742493,30.514070890869665,30.554192422921936,30.594079731408712,30.633761499083896,30.67326543249803,30.71261840842788,30.75184660999326,30.790975654338922,30.830030713560525,30.869036630398735,30.90801803010724,30.946999429815744,30.986005346653954,31.025060405875557,31.064189450221217,31.1034176517866,31.142770627716448,31.18227456113058,31.221956328805767,31.261843637292543,31.301965169344815,31.34235074278955,31.383031484274472,31.424040020716404,31.465410691748087,31.507179787048997,31.549385813173313,31.592069795392366,31.635275621196605,31.679050433516178,31.723445083501716,31.76851465496855,31.814319075496883,31.860923832899147,31.90840082059183,31.956829341726564,32.00629731028466,32.056902698487264,32.1087552949231,32.16197885835854,32.216713780655965,32.273120412183104,32.33138326006346,32.39171635222839,32.45437018228774,32.5196408343456,32.58788217107968,32.65952241857292,32.735087215612225,32.81523243320174,32.90079223901981,32.99285185454423,33.09286212248811,33.20282877184298,33.325644291360526,33.46571603723523,33.630282310757735,33.83259562446934,34.10153592725887,34.525419131230414
2026-06-01,event_day_open,29.5,1.541586424538366,1.448502842905932,31.041586424538366,1.448502842905932,27.671864915402036,28.066725288873208,28.317251536211973,28.505712673293782,28.659011269735025,28.78949245268975,28.90389892468577,29.00633627494359,29.09949894659765,29.185255338516466,29.264956955761267,29.339614715853713,29.41000567190164,29.47674078812164,29.54030971337398,29.601111353558824,29.659475342754046,29.71567749250121,29.769951145380077,29.822495675058,29.873482955652698,29.923062358513388,29.971364663021493,30.018505154312752,30.06458610386843,30.109698775856256,30.153925064881093,30.19733884429243,30.24000708504127,30.28199079105944,30.323345786749687,30.36412338439731,30.404370953428938,30.444132408948615,30.483448633517163,30.52235784344938,30.56089590879679,30.599096634523246,30.636992009063487,30.674612425404177,30.711986878984696,30.749143146037227,30.78610794543813,30.822907086700006,30.8595656063754,30.89610789485388,30.932557815301625,30.96893881630778,31.005274039657074,31.041586424538366,31.077898809419658,31.11423403276895,31.150615033775107,31.18706495422285,31.22360724270133,31.260265762376726,31.297064903638603,31.334029703039505,31.371185970092036,31.408560423672554,31.446180840013245,31.484076214553486,31.52227694027994,31.56081500562735,31.59972421555957,31.639040440128117,31.678801895647794,31.719049464679422,31.759827062327044,31.80118205801729,31.843165764035458,31.8858340047843,31.92924778419564,31.973474073220476,32.0185867452083,32.064667694763976,32.111808186055235,32.16011049056335,32.209689893424034,32.26067717401873,32.313221703696655,32.36749535657552,32.42369750632269,32.48206149551791,32.54286313570275,32.60643206095509,32.67316717717509,32.74355813322302,32.81821589331546,32.89791751056027,32.98367390247908,33.07683657413314,33.17927392439096,33.29368039638698,33.42416157934171,33.57746017578295,33.765921312864755,34.016447560203524,34.41130793367469
2026-06-02,12h_prior,30.7,1.4902916421760408,1.5578966148403646,32.19029164217604,1.5578966148403646,28.56608216426674,28.990763166570638,29.260209646823814,29.46290373812411,29.627779744840446,29.76811512231042,29.89116179516393,30.001335414761197,30.101533913859875,30.19376679647074,30.279487635964493,30.35978369633414,30.43549071526028,30.507265798173847,30.575635573176143,30.641029072322254,30.703800824301286,30.76424747048267,30.822619975934835,30.879132771415026,30.93397071131098,30.98729444778879,31.03924463694493,31.089945270474395,31.13950634360104,31.188026012941314,31.23559235794104,31.282284831009758,31.328175460875876,31.373329858607633,31.417808064576025,31.461665266270646,31.504952410550004,31.547716729072814,31.59000219193098,31.631849901610245,31.67329843713868,31.714384156497225,31.755141463949876,31.795603047821167,31.835800093342865,31.875762474462608,31.91551892791864,31.955097212408507,31.99452425529424,32.0338262889754,32.073028978811216,32.11215754427422,32.15123687486205,32.19029164217604,32.229346409490034,32.268425740077866,32.30755430554087,32.34675699537669,32.38605902905784,32.425486071943574,32.465064356433444,32.50482080988947,32.544783191009216,32.58498023653092,32.62544182040221,32.66619912785486,32.70728484721341,32.74873338274184,32.7905810924211,32.83286655527927,32.87563087380208,32.91891801808144,32.962775219776056,33.00725342574445,33.05240782347621,33.09829845334232,33.14499092641105,33.19255727141077,33.24107694075104,33.29063801387769,33.341338647407156,33.39328883656329,33.44661257304111,33.501450512937055,33.55796330841725,33.61633581386941,33.676782460050795,33.73955421202983,33.80494771117594,33.87331748617824,33.945092569091806,34.020799588017944,34.10109564838759,34.186816487881345,34.27904937049221,34.37924786959089,34.48942148918815,34.612468162041665,34.75280353951164,34.91767954622797,35.120373637528274,35.38982011778145,35.814501120085346
2026-06-02,24h_prior,31.2,1.4618152682729437,1.5744090189130426,32.661815268272946,1.5744090189130426,28.999192194253865,29.428374460791368,29.700676848885614,29.90551932840809,30.072142883208716,30.21396569857181,30.338316563476706,30.44965793150324,30.550918451078008,30.644128925277396,30.730758334136848,30.811905465740388,30.888414915890614,30.960950754787685,31.03004519235131,31.096131808018338,31.159568888186133,31.22065621837509,31.279647423673946,31.33675920762703,31.392178383924325,31.44606730751083,31.49856812532026,31.549806143256117,31.59989252239983,31.648926459746068,31.69699696830929,31.744184342628273,31.79056137487583,31.83619437154278,31.88114400937795,31.925466060812266,31.96921201269842,32.012429597311304,32.05516325078909,32.09745451126958,32.13934236668635,32.18086356038459,32.222052861284794,32.26294330418045,32.303566404840765,32.34395235385228,32.384130192538706,32.424127973816596,32.46397291045556,32.503691512896694,32.54330971853063,32.58285301413526,32.62234655301613,32.661815268272946,32.70128398352976,32.74077752241063,32.78032081801526,32.8199390236492,32.85965762609033,32.899502562729296,32.939500344007186,32.97967818269361,33.020064131705126,33.06068723236544,33.1015776752611,33.142766976161305,33.18428816985954,33.22617602527631,33.2684672857568,33.31120093923459,33.35441852384747,33.39816447573363,33.442486527167944,33.48743616500311,33.53306916167006,33.57944619391762,33.6266335682366,33.67470407679982,33.723738014146065,33.77382439328978,33.82506241122563,33.87756322903506,33.93145215262157,33.986871328918866,34.04398311287195,34.1029743181708,34.16406164835976,34.22749872852756,34.29358534419458,34.3626797817582,34.43521562065528,34.511725070805504,34.59287220240905,34.67950161126849,34.77271208546788,34.87397260504265,34.98531397306918,35.10966483797408,35.25148765333717,35.4181112081378,35.62295368766028,35.895256075754524,36.32443834229203
2026-06-02,6h_prior,30.9,1.5020009054037515,1.5566306462408077,32.40200090540375,1.5566306462408077,28.78073651085463,29.205072411430585,29.47429993570169,29.676829314945707,29.841571341110747,29.981792680088308,30.104739363492826,30.21482345446439,30.314940530859936,30.407098463739143,30.492749645278643,30.5729804559455,30.64862595428817,30.720342711764523,30.788656928530486,30.85399728800369,30.91671803077827,30.97711555716872,31.035440628305746,31.09190750069716,31.146700878515432,31.199981283378456,31.25188925708359,31.30254869056845,31.352069489673227,31.400549731250923,31.448077423172776,31.494731953284195,31.54058529178202,31.585702996418025,31.630145058773557,31.673966621492085,31.717218590031987,31.759948157670873,31.80219925876993,31.844012962414446,31.885427816282636,31.926480148810437,31.967204336304455,32.00763304052624,32.04779742136599,32.08772732849537,32.12745147530074,32.16699759792254,32.20639260184125,32.24566269813962,32.284833531320835,32.32393030036375,32.36297787454044,32.40200090540375,32.441023936267065,32.48007151044376,32.51916827948667,32.55833911266789,32.597609208966254,32.63700421288497,32.67655033550677,32.71627448231214,32.756204389441514,32.79636877028127,32.83679747450305,32.87752166199707,32.91857399452487,32.95998884839306,33.001802552037574,33.044053653136636,33.086783220775516,33.13003518931542,33.17385675203395,33.218298814389485,33.26341651902549,33.30926985752331,33.35592438763473,33.40345207955659,33.45193232113428,33.501453120239056,33.552112553723916,33.60402052742905,33.657300932292074,33.712094310110345,33.768561182501756,33.82688625363878,33.887283780029236,33.950004522803816,34.01534488227702,34.08365909904298,34.155375856519335,34.23102135486201,34.31125216552886,34.39690334706836,34.48906127994757,34.58917835634312,34.69926244731468,34.822209130719195,34.96243046969676,35.1271724958618,35.32970187510581,35.59892939937692,36.023265299952875
2026-06-02,event_day_open,31.6,1.503335367675331,1.450354680899739,33.103335367675335,1.450354680899739,29.729305839159046,30.12467102174773,30.37551755428686,30.564219629448775,30.717714210431353,30.848362207012475,30.96291494192584,31.06548325318116,31.15876502862284,31.244631055773336,31.32443456752508,31.39918777380691,31.46966872114997,31.536489154857843,31.600139349782236,31.661018721804425,31.71945732642287,31.77573132779031,31.830074366803245,31.882686072018245,31.933738537285425,31.98338132491776,32.03174538149154,32.07894613952873,32.125086001259554,32.17025634752838,32.2145391776382,32.25800845938187,32.300731249329374,32.342768629403004,32.38417649537419,32.42500622512842,32.46530524865174,32.50511753719144,32.54448402557465,32.58344297897379,32.62203031329845,32.660279876730435,32.698223698600074,32.73589221074994,32.77331444568862,32.810518215158815,32.847530272195634,32.88437645930782,32.921081845055916,32.95767085101135,32.99416737084817,33.03059488313336,33.06697655923727,33.103335367675335,33.1396941761134,33.17607585221731,33.2125033645025,33.24899988433932,33.285588890294754,33.32229427604285,33.359140463155036,33.396152520191855,33.43335628966205,33.47077852460073,33.508447036750596,33.546390858620235,33.58464042205222,33.62322775637688,33.66218670977602,33.70155319815923,33.74136548669893,33.78166451022225,33.82249423997648,33.863902105947666,33.905939486021296,33.9486622759688,33.99213155771247,34.03641438782229,34.081584734091116,34.12772459582194,34.17492535385913,34.22328941043291,34.27293219806524,34.323984663332425,34.376596368547425,34.43093940756036,34.4872134089278,34.545652013546245,34.60653138556844,34.67018158049282,34.7370020142007,34.807482961543755,34.88223616782559,34.96203967957734,35.047905706727825,35.141187482169514,35.24375579342483,35.35830852833819,35.48895652491932,35.64245110590189,35.83115318106381,36.08199971360294,36.477364896191624
2026-06-03,12h_prior,31.5,1.4871535590671845,1.5588740980118434,32.98715355906718,1.5588740980118434,29.360670115259996,29.785617578463192,30.05523311961396,30.258054388842055,30.423033844991693,30.56345727417738,30.686581151160404,30.79682389784741,30.897085265268505,30.989376018273177,31.075150642258947,31.155497083409326,31.23125160377828,31.303071721089516,31.37148439387069,31.43691892336781,31.499730060714665,31.560214633404684,31.618623763971257,31.67517201771359,31.730044365004037,31.783401558807928,31.83538434347469,31.886116788496388,31.93570895811203,31.984259070525233,32.0318552604462,32.078577030135904,32.124496453516294,32.169679182822485,32.214185296097064,32.25807001545633,32.30138431972478,32.34417547019607,32.386487464550584,32.428361431063315,32.469835972968276,32.510947471058785,32.55173035118537,32.59221732218245,32.632439588848584,32.67242704387546,32.71220844203182,32.751811559432085,32.79126334033352,32.83059003359489,32.869817320678834,32.90897043688153,32.94807428731724,32.98715355906718,33.02623283081712,33.06533668125283,33.10448979745553,33.143717084539475,33.18304377780084,33.22249555870228,33.26209867610254,33.301880074258904,33.34186752928578,33.38208979595191,33.42257676694899,33.46335964707558,33.504471145166086,33.54594568707105,33.58781965358378,33.63013164793829,33.67292279840958,33.716237102678036,33.7601218220373,33.80462793531188,33.84981066461807,33.89573008799846,33.94245185768816,33.99004804760913,34.03859816002233,34.088190329637975,34.138922774659676,34.19090555932643,34.24426275313033,34.29913510042077,34.355683354163105,34.41409248472968,34.474577057419694,34.53738819476655,34.60282272426367,34.671235397044846,34.74305551435609,34.81881003472504,34.899156475875415,34.984931099861186,35.077221852865854,35.17748322028695,35.28772596697396,35.41084984395698,35.55127327314267,35.71625272929231,35.9190739985204,36.18868953967117,36.61363700287437
2026-06-03,24h_prior,31.1,1.4622340893236756,1.574407453444657,32.562234089323674,1.574407453444657,28.89961465712864,29.328796496921086,29.601098614259275,29.805940890102512,29.972564279225796,30.114386953571447,30.238737694831634,30.350078952149076,30.451339371038355,30.544549752556588,30.631179075278574,30.712326126195794,30.788835500271045,30.861371267044188,30.93046563590574,30.996552185861443,31.059989202952398,31.121076472400926,31.18006761904357,31.237179346209192,31.292598467402023,31.346487337405623,31.39898810301237,31.45022607000118,31.50031239934294,31.54934628793369,31.59741674869938,31.644604076098954,31.69098106223284,31.736614013525934,31.781563606666722,31.82588561403068,31.8696315224193,31.91284906406002,31.955582675046827,31.997873893476218,32.039761707242995,32.081282859655836,32.12247211960064,32.16336252183806,32.20398558210596,32.24437149096087,32.28454928969761,32.32454703120486,32.36439192822515,32.40411049117324,32.44372865741395,32.48327191369984,32.52276541331144,32.562234089323674,32.60170276533591,32.64119626494751,32.6807395212334,32.72035768747411,32.760076250422195,32.79992114744249,32.83991888894974,32.880096687686475,32.92048259654139,32.96110565680929,33.00199605904671,33.04318531899151,33.08470647140435,33.12659428517113,33.16888550360052,33.21161911458733,33.25483665622805,33.29858256461667,33.342904571980625,33.38785416512141,33.433487116414504,33.4798641025484,33.52705142994797,33.57512189071366,33.62415577930441,33.67424210864617,33.72548007563498,33.77798084124173,33.831869711245325,33.88728883243816,33.94440055960378,34.003391706246425,34.06447897569495,34.12791599278591,34.19400254274161,34.26309691160316,34.33563267837631,34.41214205245156,34.493289103368774,34.579918426090764,34.67312880760899,34.77438922649827,34.88573048381571,35.0100812250759,35.15190389942155,35.318527288544836,35.52336956438808,35.79567168172626,36.2248535215187
