target_date,decision_rule,split,event_order,probability_raw_market,probability_raw_matern,probability_raw_raw,probability_raw_static,probability_normalised_market,probability_normalised_matern,probability_normalised_raw,probability_normalised_static,event_label_variant_count,event_label,event_label_selected_from_model,event_label_is_hex_identifier,event_lower_bound_c,event_upper_bound_c,outcome,signal_model,model_probability,market_probability_raw,market_probability_normalised,signal_gap,gross_pnl_if_traded,model_implied_gross_edge,rule_order,model_order,threshold,transaction_cost,trade,gross_pnl,net_pnl,entry_cash,model_implied_expected_net_payoff,realised_minus_model_expected,cumulative_net_pnl,running_peak,drawdown,forecast_daily_max_c,temperature_predictive_mean_c,predictive_standard_deviation_c,hko_daily_max_c,validation_forecast_daily_max_c,realised_hko_source,realised_hko_available,forecast_daily_max_crosscheck_difference_c,deterministic_forecast_error_c,matern_mean_error_c,standardised_matern_error,probability_delta_per_c,probability_gamma_per_c2,event_midpoint_minus_predictive_mean_c,probability_zero_shift_absolute_error
2026-04-05,event_day_open,development,6,0.015,0.180456711028848,1.0,0.1706777448452857,0.0129198966408268,0.180456711028848,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 24°C on April 5?,raw,False,24.0,25.0,0.0,matern,0.180456711028848,0.015,0.0129198966408268,0.165456711028848,-0.015,0.165456711028848,3,2,0.12,0.01,True,-0.015,-0.025,0.025,0.155456711028848,-0.180456711028848,1.698,1.929,-0.2310000000000001,24.5,25.839858978915657,1.351544218165577,,,unavailable,False,,,,,-0.1264862340329323,-0.005820381282916935,-1.3398589789156574,8.326672684688674e-17
2026-04-06,event_day_open,development,10,0.07,0.1412088037822243,0.0,0.1630170303970234,0.0720535254760679,0.1412088037822243,0.0,0.1630170303970234,2,Will the highest temperature in Hong Kong be 29°C on April 6?,raw,False,29.0,30.0,0.0,matern,0.1412088037822243,0.07,0.0720535254760679,0.0712088037822243,-0.07,0.0712088037822243,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.698,1.929,-0.2310000000000001,26.6,27.834015922154293,1.3903871725630927,,,unavailable,False,,,,,0.11659662578501823,0.026215920278218587,1.6659840778457067,2.7755575615628914e-17
2026-04-07,event_day_open,development,11,0.175,0.3502987865186435,0.0,0.3919144294986013,0.1456512692467748,0.3502987865186435,0.0,0.3919144294986014,2,Will the highest temperature in Hong Kong be 30°C or higher on April 7?,raw,False,30.0,inf,0.0,matern,0.3502987865186435,0.175,0.1456512692467748,0.1752987865186435,-0.175,0.1752987865186435,3,2,0.12,0.01,True,-0.175,-0.185,0.185,0.1652987865186435,-0.3502987865186435,1.5130000000000001,1.929,-0.4159999999999999,28.2,29.455671569413457,1.4156273349785713,,,unavailable,False,,,,,0.2617313210246963,0.07109168951126323,,5.551115123125783e-17
2026-04-08,event_day_open,development,7,0.045,0.247436612286592,0.0,0.2377204893592511,0.0460122699386503,0.247436612286592,0.0,0.2377204893592512,2,Will the highest temperature in Hong Kong be 25°C on April 8?,raw,False,25.0,26.0,0.0,matern,0.247436612286592,0.045,0.0460122699386503,0.202436612286592,-0.045,0.202436612286592,3,2,0.12,0.01,True,-0.045,-0.055,0.055,0.19243661228659198,-0.247436612286592,1.458,1.929,-0.4710000000000001,24.9,26.24295246587547,1.3704150982136816,,,unavailable,False,,,,,-0.09362990371236597,-0.09062334307963366,-0.7429524658754687,2.7755575615628914e-17
2026-04-09,event_day_open,development,9,0.08,0.2777397197788271,0.0,0.2735093448499812,0.0785083415112855,0.2777397197788271,0.0,0.2735093448499813,2,Will the highest temperature in Hong Kong be 27°C on April 9?,raw,False,27.0,28.0,0.0,matern,0.2777397197788271,0.08,0.0785083415112855,0.1977397197788271,-0.08,0.1977397197788271,3,2,0.12,0.01,True,-0.08,-0.09,0.09,0.18773971977882709,-0.2777397197788271,1.368,1.929,-0.5609999999999999,26.4,27.676735413163488,1.3954759118368214,,,unavailable,False,,,,,-0.024146566993195565,-0.13452781885760687,-0.17673541316348818,5.551115123125783e-17
2026-04-10,event_day_open,development,8,0.055,0.2563073010934731,0.0,0.2469095601224824,0.0495049504950495,0.2563073010934732,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 10?,raw,False,27.0,28.0,0.0,matern,0.2563073010934732,0.055,0.0495049504950495,0.20130730109347322,-0.055,0.20130730109347322,3,2,0.12,0.01,True,-0.055,-0.065,0.065,0.19130730109347321,-0.2563073010934732,1.303,1.929,-0.6260000000000001,26.8,28.08263575736705,1.4033437690667676,,,unavailable,False,,,,,-0.07267785498345622,-0.10414667085197037,-0.5826357573670506,1.1102230246251565e-16
2026-04-11,event_day_open,development,8,0.121,0.2551421265993385,0.0,0.2469095601224824,0.1283138918345705,0.2551421265993385,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 11?,raw,False,27.0,28.0,1.0,matern,0.2551421265993385,0.121,0.1283138918345705,0.1341421265993385,0.879,0.1341421265993385,3,2,0.12,0.01,True,0.879,0.869,0.131,0.1241421265993385,0.7448578734006615,2.172,2.172,0.0,26.8,28.09419026908308,1.4055498705063787,,,unavailable,False,,,,,-0.07356076694984495,-0.10260708616351742,-0.5941902690830787,0.0
2026-04-12,event_day_open,development,7,0.036,0.1158509587717292,0.0,0.1025634170810779,0.0327272727272727,0.1158509587717292,0.0,0.1025634170810779,2,Will the highest temperature in Hong Kong be 26°C on April 12?,raw,False,26.0,27.0,0.0,matern,0.1158509587717292,0.036,0.0327272727272727,0.07985095877172921,-0.036,0.07985095877172921,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,2.172,2.172,0.0,27.1,28.40213050466449,1.4111228507121245,,,unavailable,False,,,,,-0.1061765364166548,0.041422511200689995,-1.9021305046644912,1.3877787807814457e-17
2026-04-13,event_day_open,development,6,0.0175,0.1254477140696696,0.0,0.1130387924979798,0.0141357027463651,0.1254477140696696,0.0,0.1130387924979798,2,Will the highest temperature in Hong Kong be 26°C on April 13?,raw,False,26.0,27.0,0.0,matern,0.1254477140696696,0.0175,0.0141357027463651,0.10794771406966959,-0.0175,0.10794771406966959,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,2.172,2.172,0.0,27.0,28.313563755397208,1.4118946452140717,,,unavailable,False,,,,,-0.1094975745610364,0.035131805427411865,-1.8135637553972082,2.7755575615628914e-17
2026-04-14,event_day_open,development,8,0.051,0.1818745472748815,1.0,0.1706777448452857,0.0495626822157434,0.1818745472748815,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 27°C on April 14?,raw,False,27.0,28.0,0.0,matern,0.1818745472748815,0.051,0.0495626822157434,0.13087454727488151,-0.051,0.13087454727488151,3,2,0.12,0.01,True,-0.051,-0.061,0.061,0.12087454727488152,-0.1818745472748815,2.111,2.172,-0.06099999999999994,27.5,28.819906268587022,1.418725177525759,,,unavailable,False,,,,,-0.11444331749249985,-0.014743095267247678,-1.3199062685870224,5.551115123125783e-17
2026-04-15,event_day_open,development,8,0.0345,0.2508171834935539,0.0,0.2469095601224824,0.033109404990403,0.250817183493554,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 15?,raw,False,27.0,28.0,0.0,matern,0.250817183493554,0.0345,0.033109404990403,0.21631718349355397,-0.0345,0.21631718349355397,3,2,0.12,0.01,True,-0.0345,-0.044500000000000005,0.044500000000000005,0.20631718349355396,-0.250817183493554,2.0665,2.172,-0.10550000000000015,26.8,28.13682268669856,1.4135248589526854,,,unavailable,False,,,,,-0.07666741805984569,-0.09697237616138825,-0.6368226866985616,5.551115123125783e-17
2026-04-16,event_day_open,development,8,0.115,0.2498199918880029,0.0,0.2469095601224824,0.091342335186656,0.249819991888003,0.0,0.2469095601224824,2,Will the highest temperature in Hong Kong be 27°C on April 16?,raw,False,27.0,28.0,0.0,matern,0.249819991888003,0.115,0.091342335186656,0.13481999188800298,-0.115,0.13481999188800298,3,2,0.12,0.01,True,-0.115,-0.125,0.125,0.12481999188800298,-0.249819991888003,1.9415,2.172,-0.23050000000000015,26.8,28.1466014240444,1.4153167116697023,,,unavailable,False,,,,,-0.07734734660479511,-0.09569077346171682,-0.6466014240443982,8.326672684688674e-17
2026-04-17,event_day_open,development,7,0.0495,0.221980329363966,1.0,0.2171138639520856,0.0470532319391635,0.2219803293639661,1.0,0.2171138639520856,2,Will the highest temperature in Hong Kong be 27°C on April 17?,raw,False,27.0,28.0,0.0,matern,0.2219803293639661,0.0495,0.0470532319391635,0.17248032936396612,-0.0495,0.17248032936396612,3,2,0.12,0.01,True,-0.0495,-0.059500000000000004,0.059500000000000004,0.16248032936396611,-0.2219803293639661,1.8820000000000001,2.172,-0.29000000000000004,27.1,28.451113083869394,1.4196479221865337,,,unavailable,False,,,,,-0.10051247611800615,-0.06019874595473472,-0.9511130838693944,5.551115123125783e-17
2026-04-18,event_day_open,development,11,0.021,0.1730370446130672,0.0,0.178636436361502,0.0207509881422924,0.1730370446130672,0.0,0.178636436361502,2,Will the highest temperature in Hong Kong be 31°C or higher on April 18?,raw,False,31.0,inf,0.0,matern,0.1730370446130672,0.021,0.0207509881422924,0.15203704461306722,-0.021,0.15203704461306722,3,2,0.12,0.01,True,-0.021,-0.031,0.031,0.1420370446130672,-0.1730370446130672,1.851,2.172,-0.3210000000000002,28.3,29.6524005707632,1.4302210397371518,,,unavailable,False,,,,,0.17894662294793268,0.1178902802386352,,2.7755575615628914e-17
2026-04-19,event_day_open,development,7,0.025,0.1319432599471541,1.0,0.1239691459135551,0.0241779497098646,0.1319432599471541,1.0,0.1239691459135551,2,Will the highest temperature in Hong Kong be 27°C on April 19?,raw,False,27.0,28.0,0.0,matern,0.1319432599471541,0.025,0.0241779497098646,0.10694325994715412,-0.025,0.10694325994715412,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002,27.9,29.2610547266097,1.428448030739606,,,unavailable,False,,,,,-0.10935468668147655,0.02847666172688446,-1.7610547266097,2.7755575615628914e-17
2026-04-20,event_day_open,development,10,0.036,0.104180666383533,0.0,0.1062669118030174,0.0338983050847457,0.104180666383533,0.0,0.1062669118030174,2,Will the highest temperature in Hong Kong be 30°C on April 20?,raw,False,30.0,31.0,0.0,matern,0.104180666383533,0.036,0.0338983050847457,0.06818066638353301,-0.036,0.06818066638353301,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002,27.1,28.476837480004527,1.4239412759719126,,,unavailable,False,,,,,0.09981577223409586,0.046233372913043455,2.0231625199954735,6.938893903907228e-17
2026-04-21,event_day_open,development,9,0.09,0.2046780161917277,0.0,0.2100139226642321,0.0931195033626487,0.2046780161917278,0.0,0.2100139226642322,2,Will the highest temperature in Hong Kong be 29°C on April 21?,raw,False,29.0,30.0,0.0,matern,0.2046780161917278,0.09,0.0931195033626487,0.1146780161917278,-0.09,0.1146780161917278,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.851,2.172,-0.3210000000000002,27.0,28.386544996450944,1.424562668315807,,,unavailable,False,,,,,0.10778603420812957,-0.04008083119054624,1.1134550035490562,2.7755575615628914e-17
2026-04-22,event_day_open,development,7,0.0125,0.1515966558047442,1.0,0.1469063936249873,0.0127811860940695,0.1515966558047442,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 27°C on April 22?,raw,False,27.0,28.0,0.0,matern,0.1515966558047442,0.0125,0.0127811860940695,0.1390966558047442,-0.0125,0.1390966558047442,3,2,0.12,0.01,True,-0.0125,-0.0225,0.0225,0.1290966558047442,-0.1515966558047442,1.8285,2.172,-0.34350000000000014,27.7,29.08497341823269,1.4302457125306502,,,unavailable,False,,,,,-0.11279759576768547,0.012705663747536611,-1.5849734182326891,2.7755575615628914e-17
2026-04-23,event_day_open,development,5,0.002,0.1447864728341156,1.0,0.1469063936249873,0.0019502681618722,0.1447864728341156,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 25°C on April 23?,raw,False,25.0,26.0,0.0,matern,0.1447864728341156,0.002,0.0019502681618722,0.1427864728341156,-0.002,0.1427864728341156,3,2,0.12,0.01,True,-0.002,-0.012,0.012,0.1327864728341156,-0.1447864728341156,1.8165,2.172,-0.35550000000000015,25.7,27.142866354728277,1.4189516433644185,,,unavailable,False,,,,,-0.11338123676123729,0.01971265602900931,-1.6428663547282767,0.0
2026-04-24,event_day_open,development,5,0.08,0.2415254002654505,0.0,0.2735093448499812,0.0843881856540084,0.2415254002654506,0.0,0.2735093448499813,2,Will the highest temperature in Hong Kong be 22°C on April 24?,raw,False,22.0,23.0,0.0,matern,0.2415254002654506,0.08,0.0843881856540084,0.1615254002654506,-0.08,0.1615254002654506,3,2,0.12,0.01,True,-0.08,-0.09,0.09,0.15152540026545058,-0.2415254002654506,1.7265000000000001,2.172,-0.4455,21.4,23.263833708867654,1.4034084019860054,,,unavailable,False,,,,,-0.08978139605043454,-0.08419098128657027,-0.7638337088676543,5.551115123125783e-17
2026-04-25,event_day_open,development,9,0.035,0.2430001901382364,0.0,0.2411154510633584,0.0346706290242694,0.2430001901382365,0.0,0.2411154510633585,2,Will the highest temperature in Hong Kong be 27°C on April 25?,raw,False,27.0,28.0,0.0,matern,0.2430001901382365,0.035,0.0346706290242694,0.2080001901382365,-0.035,0.2080001901382365,3,2,0.12,0.01,True,-0.035,-0.045000000000000005,0.045000000000000005,0.1980001901382365,-0.2430001901382365,1.6815,2.172,-0.49050000000000016,25.3,26.776354202991755,1.4200505241039132,,,unavailable,False,,,,,0.08366469217106036,-0.08683013434564281,0.7236457970082455,2.7755575615628914e-17
2026-04-26,event_day_open,development,7,0.05,0.2474706504743587,0.0,0.2551901792754524,0.0484027105517909,0.2474706504743588,0.0,0.2551901792754525,2,Will the highest temperature in Hong Kong be 26°C on April 26?,raw,False,26.0,27.0,0.0,matern,0.2474706504743588,0.05,0.0484027105517909,0.1974706504743588,-0.05,0.1974706504743588,3,2,0.12,0.01,True,-0.05,-0.060000000000000005,0.060000000000000005,0.1874706504743588,-0.2474706504743588,1.6215,2.172,-0.5505000000000002,25.7,27.16239575754288,1.4237293152637032,,,unavailable,False,,,,,-0.07760509998693318,-0.0928387389445097,-0.6623957575428783,5.551115123125783e-17
2026-04-27,event_day_open,development,7,0.022,0.2208692397907256,1.0,0.2277455510304551,0.0215792054928886,0.2208692397907257,1.0,0.2277455510304551,2,Will the highest temperature in Hong Kong be 26°C on April 27?,raw,False,26.0,27.0,0.0,matern,0.2208692397907257,0.022,0.0215792054928886,0.1988692397907257,-0.022,0.1988692397907257,3,2,0.12,0.01,True,-0.022,-0.032,0.032,0.1888692397907257,-0.2208692397907257,1.5895000000000001,2.172,-0.5825,26.0,27.45629765234348,1.4266156359963904,,,unavailable,False,,,,,-0.09961487745724704,-0.05927051696176411,-0.9562976523434799,5.551115123125783e-17
2026-04-28,event_day_open,development,9,0.065,0.1772682334297748,0.0,0.1749672596207123,0.066803699897225,0.1772682334297748,0.0,0.1749672596207123,2,Will the highest temperature in Hong Kong be 29°C on April 28?,raw,False,29.0,30.0,1.0,matern,0.1772682334297748,0.065,0.066803699897225,0.1122682334297748,0.935,0.1122682334297748,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825,26.7,28.14158095854247,1.4310679671460866,,,unavailable,False,,,,,0.11290889692507458,-0.011250195477216883,1.3584190414575303,2.7755575615628914e-17
2026-04-29,event_day_open,development,7,0.0245,0.1409892538799189,1.0,0.1469063936249873,0.0249617931737137,0.1409892538799189,1.0,0.1469063936249873,2,Will the highest temperature in Hong Kong be 25°C on April 29?,raw,False,25.0,26.0,0.0,matern,0.1409892538799189,0.0245,0.0249617931737137,0.1164892538799189,-0.0245,0.1164892538799189,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825,25.7,27.178972474871507,1.4278497266140204,,,unavailable,False,,,,,-0.11149028566071406,0.021700361658259545,-1.6789724748715074,2.7755575615628914e-17
2026-04-30,event_day_open,development,11,0.725,0.8406840444001413,0.0,0.8280136695146159,0.7118311242022582,0.8406840444001416,0.0,0.8280136695146161,2,Will the highest temperature in Hong Kong be 25°C or higher on April 30?,raw,False,25.0,inf,1.0,matern,0.8406840444001416,0.725,0.7118311242022582,0.11568404440014157,0.275,0.11568404440014157,3,2,0.12,0.01,False,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,2.172,-0.5825,24.9,26.422232998152825,1.426121725235488,,,unavailable,False,,,,,0.17013311044189944,-0.11897244888381453,,2.220446049250313e-16
2026-05-01,event_day_open,development,6,0.0275,0.2434387320132925,0.0,0.2624490049001532,0.0277078085642317,0.2434387320132925,0.0,0.2624490049001533,2,Will the highest temperature in Hong Kong be 24°C on May 1?,raw,False,24.0,25.0,0.0,matern,0.2434387320132925,0.0275,0.0277078085642317,0.2159387320132925,-0.0275,0.2159387320132925,3,2,0.12,0.01,True,-0.0275,-0.0375,0.0375,0.2059387320132925,-0.2434387320132925,1.552,2.172,-0.6200000000000001,23.6,25.21270491524457,1.423828669728868,,,unavailable,False,,,,,-0.08212876467507482,-0.08754685939530311,-0.7127049152445686,8.326672684688674e-17
2026-05-02,event_day_open,development,6,0.01,0.1321500024789559,1.0,0.135285485265521,0.0099058940069341,0.1321500024789559,1.0,0.135285485265521,2,Will the highest temperature in Hong Kong be 26°C on May 2?,raw,False,26.0,27.0,0.0,matern,0.1321500024789559,0.01,0.0099058940069341,0.1221500024789559,-0.01,0.1221500024789559,3,2,0.12,0.01,True,-0.01,-0.02,0.02,0.1121500024789559,-0.1321500024789559,1.532,2.172,-0.6400000000000001,26.8,28.2616242242412,1.4351538470099927,,,unavailable,False,,,,,-0.10858021774428347,0.02751939819050107,-1.7616242242411992,2.7755575615628914e-17
2026-05-03,event_day_open,development,11,0.013,0.2536076715288174,0.0,0.2403552460142103,0.0123632905373276,0.2536076715288174,0.0,0.2403552460142103,2,Will the highest temperature in Hong Kong be 31°C or higher on May 3?,raw,False,31.0,inf,0.0,matern,0.2536076715288174,0.013,0.0123632905373276,0.2406076715288174,-0.013,0.2406076715288174,3,2,0.12,0.01,True,-0.013,-0.023,0.023,0.2306076715288174,-0.2536076715288174,1.5090000000000001,2.172,-0.663,28.6,30.04400321294595,1.4415346229854715,,,unavailable,False,,,,,0.22211709536090674,0.10218526196395153,,5.551115123125783e-17
2026-05-04,event_day_open,development,11,0.505,0.8658863693244816,1.0,0.862133324413008,0.4936461388074291,0.8658863693244818,1.0,0.8621333244130082,2,Will the highest temperature in Hong Kong be 26°C or higher on May 4?,raw,False,26.0,inf,1.0,matern,0.8658863693244818,0.505,0.4936461388074291,0.3608863693244818,0.495,0.3608863693244818,3,2,0.12,0.01,True,0.495,0.485,0.515,0.3508863693244818,0.13411363067551818,1.994,2.172,-0.17800000000000016,26.1,27.588354717903226,1.4346282609191054,,,unavailable,False,,,,,0.1506585111447904,-0.11626858980094447,,2.220446049250313e-16
2026-05-05,event_day_open,development,6,0.11,0.2705700317681648,0.0,0.279956235189977,0.1052128168340506,0.2705700317681649,0.0,0.2799562351899771,2,Will the highest temperature in Hong Kong be 23°C on May 5?,raw,False,23.0,24.0,1.0,matern,0.2705700317681649,0.11,0.1052128168340506,0.16057003176816492,0.89,0.16057003176816492,3,2,0.12,0.01,True,0.89,0.88,0.12,0.1505700317681649,0.729429968231835,2.874,2.874,0.0,22.0,23.72168832340206,1.4282716077938489,,,unavailable,False,,,,,-0.028222211927343806,-0.124364085597004,-0.22168832340205924,5.551115123125783e-17
2026-05-06,event_day_open,development,5,0.039,0.1595435225583867,1.0,0.1706777448452857,0.0376811594202898,0.1595435225583867,1.0,0.1706777448452857,2,Will the highest temperature in Hong Kong be 25°C on May 6?,raw,False,25.0,26.0,0.0,matern,0.1595435225583867,0.039,0.0376811594202898,0.12054352255838668,-0.039,0.12054352255838668,3,2,0.12,0.01,True,-0.039,-0.049,0.049,0.11054352255838669,-0.1595435225583867,2.825,2.874,-0.04899999999999993,25.5,27.01506885683344,1.4348676005494694,,,unavailable,False,,,,,-0.11277020186221778,0.005224290968457677,-1.515068856833441,8.326672684688674e-17
2026-05-07,event_day_open,development,8,0.052,0.1821746663534074,0.0,0.1749672596207123,0.0488262910798122,0.1821746663534075,0.0,0.1749672596207123,2,Will the highest temperature in Hong Kong be 29°C on May 7?,raw,False,29.0,30.0,1.0,matern,0.1821746663534075,0.052,0.0488262910798122,0.13017466635340752,0.948,0.13017466635340752,3,2,0.12,0.01,True,0.948,0.938,0.062,0.12017466635340752,0.8178253336465925,3.763,3.763,0.0,26.7,28.186734065233555,1.438537643666182,,,unavailable,False,,,,,0.11105927541071438,-0.016906696072216804,1.313265934766445,1.1102230246251565e-16
