target_date,decision_rule,decision_rule_order,forecast_daily_max_c,hko_daily_max_c,residual_c,forecast_error_c,absolute_error_c,squared_error_c,calendar_day_index,day_of_year,seasonal_sin,seasonal_cos,calendar_time_years,gp_target,gp_model_scope,covariance_kernel_candidate_1,covariance_kernel_candidate_2,weather_only_training_period,market_price_accessed,polymarket_outcome_accessed,model_fitted,hyperparameters_estimated,model_selected,fold_id,fold_number,sample_role,training_start,training_end,validation_start,validation_end,calendar_time_years_z,seasonal_sin_z,seasonal_cos_z,forecast_daily_max_c_z
2024-03-16,24h_prior,1,22.9,22.4,-0.5,0.5,0.5,0.25,0,76,0.9608927623513632,0.2769207454503302,0.0,-0.5,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.72731194558975,1.365596019299596,0.38898370927248416,-0.5963754613937685
2024-03-16,12h_prior,2,22.5,22.4,-0.1000000000000014,0.1000000000000014,0.1000000000000014,0.0100000000000002,0,76,0.9608927623513632,0.2769207454503302,0.0,-0.1000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.72731194558975,1.365596019299596,0.38898370927248416,-0.6769338591500752
2024-03-16,6h_prior,3,22.5,22.4,-0.1000000000000014,0.1000000000000014,0.1000000000000014,0.0100000000000002,0,76,0.9608927623513632,0.2769207454503302,0.0,-0.1000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.72731194558975,1.365596019299596,0.38898370927248416,-0.6744928452289704
2024-03-16,event_day_open,4,22.6,22.4,-0.2000000000000028,0.2000000000000028,0.2000000000000028,0.0400000000000011,0,76,0.9608927623513632,0.2769207454503302,0.0,-0.2000000000000028,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.72731194558975,1.365596019299596,0.38898370927248416,-0.6631236677505217
2024-03-17,24h_prior,1,24.9,26.8,1.900000000000002,-1.900000000000002,1.900000000000002,3.610000000000008,1,77,0.9655141555915135,0.2603505624199925,0.002737907006988508,1.900000000000002,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7178212206139822,1.3721459413368533,0.36560061971503427,-0.18969252181651391
2024-03-17,12h_prior,2,24.9,26.8,1.900000000000002,-1.900000000000002,1.900000000000002,3.610000000000008,1,77,0.9655141555915135,0.2603505624199925,0.002737907006988508,1.900000000000002,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7178212206139822,1.3721459413368533,0.36560061971503427,-0.18738208781723797
2024-03-17,6h_prior,3,24.9,26.8,1.900000000000002,-1.900000000000002,1.900000000000002,3.610000000000008,1,77,0.9655141555915135,0.2603505624199925,0.002737907006988508,1.900000000000002,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7178212206139822,1.3721459413368533,0.36560061971503427,-0.18610159674113932
2024-03-17,event_day_open,4,24.8,26.8,2.0,-2.0,2.0,4.0,1,77,0.9655141555915135,0.2603505624199925,0.002737907006988508,2.0,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7178212206139822,1.3721459413368533,0.36560061971503427,-0.21170937035846524
2024-03-18,24h_prior,1,22.2,23.0,0.8000000000000007,-0.8000000000000007,0.8000000000000007,0.6400000000000011,2,78,0.969849825925805,0.243703334305638,0.005475814013977016,0.8000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7083304956382144,1.3782909069766818,0.3421088076349528,-0.7387144902458075
2024-03-18,12h_prior,2,21.9,23.0,1.1000000000000014,-1.1000000000000014,1.1000000000000014,1.210000000000003,2,78,0.969849825925805,0.243703334305638,0.005475814013977016,1.1000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7083304956382144,1.3782909069766818,0.3421088076349528,-0.7993218019832848
2024-03-18,6h_prior,3,21.9,23.0,1.1000000000000014,-1.1000000000000014,1.1000000000000014,1.210000000000003,2,78,0.969849825925805,0.243703334305638,0.005475814013977016,1.1000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7083304956382144,1.3782909069766818,0.3421088076349528,-0.7965906573509285
2024-03-18,event_day_open,4,22.2,23.0,0.8000000000000007,-0.8000000000000007,0.8000000000000007,0.6400000000000011,2,78,0.969849825925805,0.243703334305638,0.005475814013977016,0.8000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.7083304956382144,1.3782909069766818,0.3421088076349528,-0.7451989945490779
2024-03-19,24h_prior,1,20.9,24.6,3.700000000000003,-3.700000000000003,3.700000000000003,13.69000000000002,3,79,0.9738984903069412,0.226983987492203,0.008213721020965523,3.700000000000003,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6988397706624465,1.384029097750207,0.3185152249228705,-1.003058400971023
2024-03-19,12h_prior,2,22.0,24.6,2.6000000000000014,-2.6000000000000014,2.6000000000000014,6.760000000000008,3,79,0.9738984903069412,0.226983987492203,0.008213721020965523,2.6000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6988397706624465,1.384029097750207,0.3185152249228705,-0.778923811511083
2024-03-19,6h_prior,3,22.0,24.6,2.6000000000000014,-2.6000000000000014,2.6000000000000014,6.760000000000008,3,79,0.9738984903069412,0.226983987492203,0.008213721020965523,2.6000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6988397706624465,1.384029097750207,0.3185152249228705,-0.7762410219972685
2024-03-19,event_day_open,4,23.3,24.6,1.3000000000000007,-1.3000000000000007,1.3000000000000007,1.690000000000002,3,79,0.9738984903069412,0.226983987492203,0.008213721020965523,1.3000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6988397706624465,1.384029097750207,0.3185152249228705,-0.5194918458530493
2024-03-20,24h_prior,1,21.1,24.3,3.1999999999999997,-3.1999999999999997,3.1999999999999997,10.239999999999997,4,80,0.977658950620793,0.2101974697065827,0.010951628027954031,3.1999999999999997,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6893490456866787,1.3893588155647265,0.2948268535862212,-0.9623901070132971
2024-03-20,12h_prior,2,21.4,24.3,2.900000000000002,-2.900000000000002,2.900000000000002,8.410000000000013,4,80,0.977658950620793,0.2101974697065827,0.010951628027954031,2.900000000000002,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6893490456866787,1.3893588155647265,0.2948268535862212,-0.9013117543442927
2024-03-20,6h_prior,3,21.4,24.3,2.900000000000002,-2.900000000000002,2.900000000000002,8.410000000000013,4,80,0.977658950620793,0.2101974697065827,0.010951628027954031,2.900000000000002,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6893490456866787,1.3893588155647265,0.2948268535862212,-0.8983388341192267
2024-03-20,event_day_open,4,21.0,24.3,3.3000000000000007,-3.3000000000000007,3.3000000000000007,10.890000000000004,4,80,0.977658950620793,0.2101974697065827,0.010951628027954031,3.3000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6893490456866787,1.3893588155647265,0.2948268535862212,-0.9914249749447449
2024-03-21,24h_prior,1,20.6,23.8,3.1999999999999997,-3.1999999999999997,3.1999999999999997,10.239999999999997,5,81,0.9811300940409536,0.1933487485534603,0.013689535034942538,3.1999999999999997,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6798583207109108,1.3942784832062216,0.27105070368306994,-1.0640608419076107
2024-03-21,12h_prior,2,21.1,23.8,2.6999999999999997,-2.6999999999999997,2.6999999999999997,7.2899999999999965,5,81,0.9811300940409536,0.1933487485534603,0.013689535034942538,2.6999999999999997,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6798583207109108,1.3942784832062216,0.27105070368306994,-0.9625057257608968
2024-03-21,6h_prior,3,21.1,23.8,2.6999999999999997,-2.6999999999999997,2.6999999999999997,7.2899999999999965,5,81,0.9811300940409536,0.1933487485534603,0.013689535034942538,2.6999999999999997,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6798583207109108,1.3942784832062216,0.27105070368306994,-0.959387740180205
2024-03-21,event_day_open,4,21.2,23.8,2.6000000000000014,-2.6000000000000014,2.6000000000000014,6.760000000000008,5,81,0.9811300940409536,0.1933487485534603,0.013689535034942538,2.6000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6798583207109108,1.3942784832062216,0.27105070368306994,-0.9503873115454672
2024-03-22,24h_prior,1,24.7,25.9,1.1999999999999993,-1.1999999999999993,1.1999999999999993,1.4399999999999984,6,82,0.9843108933580564,0.176442810045252,0.016427442041931046,1.1999999999999993,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.670367595735143,1.3987866448061004,0.24719381124763867,-0.23036081577423925
2024-03-22,12h_prior,2,25.4,25.9,0.5,-0.5,0.5,0.25,6,82,0.9843108933580564,0.176442810045252,0.016427442041931046,0.5,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.670367595735143,1.3987866448061004,0.24719381124763867,-0.08539213545623017
2024-03-22,6h_prior,3,25.4,25.9,0.5,-0.5,0.5,0.25,6,82,0.9843108933580564,0.176442810045252,0.016427442041931046,0.5,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.670367595735143,1.3987866448061004,0.24719381124763867,-0.08435341997284113
2024-03-22,event_day_open,4,25.3,25.9,0.5999999999999979,-0.5999999999999979,0.5999999999999979,0.3599999999999974,6,82,0.9843108933580564,0.176442810045252,0.016427442041931046,0.5999999999999979,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.670367595735143,1.3987866448061004,0.24719381124763867,-0.10911521186027057
2024-03-23,24h_prior,1,25.6,29.1,3.5,-3.5,3.5,12.25,7,83,0.9872004072837536,0.1594846571266054,0.019165349048919554,3.5,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.660876870759375,1.402881966272029,0.22326323620814484,-0.04735349296447423
2024-03-23,12h_prior,2,26.8,29.1,2.3000000000000007,-2.3000000000000007,2.3000000000000007,5.290000000000004,7,83,0.9872004072837536,0.1594846571266054,0.019165349048919554,2.3000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.660876870759375,1.402881966272029,0.22326323620814484,0.20017973115459214
2024-03-23,6h_prior,3,26.8,29.1,2.3000000000000007,-2.3000000000000007,2.3000000000000007,5.290000000000004,7,83,0.9872004072837536,0.1594846571266054,0.019165349048919554,2.3000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.660876870759375,1.402881966272029,0.22326323620814484,0.20054147497839425
2024-03-23,event_day_open,4,26.8,29.1,2.3000000000000007,-2.3000000000000007,2.3000000000000007,5.290000000000004,7,83,0.9872004072837536,0.1594846571266054,0.019165349048919554,2.3000000000000007,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.660876870759375,1.402881966272029,0.22326323620814484,0.19866726363431347
2024-03-24,24h_prior,1,27.3,31.5,4.199999999999999,-4.199999999999999,4.199999999999999,17.639999999999993,8,84,0.9897977807292716,0.1424793081938865,0.021903256055908062,4.199999999999999,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6513861457836074,1.40656323568273,0.19926606029756908,0.298327005676192
2024-03-24,12h_prior,2,27.5,31.5,4.0,-4.0,4.0,16.0,8,84,0.9897977807292716,0.1424793081938865,0.021903256055908062,4.0,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6513861457836074,1.40656323568273,0.19926606029756908,0.34296566446000293
2024-03-24,6h_prior,3,27.5,31.5,4.0,-4.0,4.0,16.0,8,84,0.9897977807292716,0.1424793081938865,0.021903256055908062,4.0,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6513861457836074,1.40656323568273,0.19926606029756908,0.3429889224540116
2024-03-24,event_day_open,4,27.8,31.5,3.6999999999999993,-3.6999999999999993,3.6999999999999993,13.689999999999994,8,84,0.9897977807292716,0.1424793081938865,0.021903256055908062,3.6999999999999993,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6513861457836074,1.40656323568273,0.19926606029756908,0.4038555806307028
2024-03-25,24h_prior,1,27.8,28.9,1.099999999999998,-1.099999999999998,1.099999999999998,1.2099999999999953,9,85,0.9921022450584552,0.1254317956100952,0.024641163062896567,1.099999999999998,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6418954208078396,1.4098293636466215,0.17520938495797136,0.3999977405705057
2024-03-25,12h_prior,2,28.2,28.9,0.6999999999999993,-0.6999999999999993,0.6999999999999993,0.489999999999999,9,85,0.9921022450584552,0.1254317956100952,0.024641163062896567,0.6999999999999993,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6418954208078396,1.4098293636466215,0.17520938495797136,0.4857515977654137
2024-03-25,6h_prior,3,28.2,28.9,0.6999999999999993,-0.6999999999999993,0.6999999999999993,0.489999999999999,9,85,0.9921022450584552,0.1254317956100952,0.024641163062896567,0.6999999999999993,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6418954208078396,1.4098293636466215,0.17520938495797136,0.4854363699296289
2024-03-25,event_day_open,4,28.5,28.9,0.3999999999999986,-0.3999999999999986,0.3999999999999986,0.1599999999999988,9,85,0.9921022450584552,0.1254317956100952,0.024641163062896567,0.3999999999999986,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6418954208078396,1.4098293636466215,0.17520938495797136,0.5474874025281753
2024-03-26,24h_prior,1,29.2,30.3,1.1000000000000014,-1.1000000000000014,1.1000000000000014,1.210000000000003,10,86,0.9941131183152286,0.1083471642156462,0.027379070069885075,1.1000000000000014,rule_specific,squared_exponential_rbf,matern_three_halves,True,False,False,False,False,False,fold_01,1,training,2024-03-16,2025-03-15,2025-03-16,2025-06-14,-1.6324046958320715,1.4126793836241993,0.1511003292389725,0.6846757982745837
