target_date,kernel,kernel_order,decision_rule_rows,mean_crps_c,mean_negative_log_score,mean_absolute_corrected_error_c,mean_squared_corrected_error_c2,mean_predictive_standard_deviation_c,mean_pit
2025-07-11,rbf,1,4,1.1046037087,2.0921601751,1.5943281605,3.2984881150,1.4363078158,0.1723547710
2025-07-12,matern32,2,4,0.3629858024,1.3069823782,0.2888970664,0.0959330019,1.4428719961,0.4795411620
2025-07-12,rbf,1,4,0.3597360682,1.3014386921,0.2720492429,0.0887301133,1.4372371374,0.4850725529
2025-07-13,matern32,2,4,0.5937681529,1.5163897618,0.9763506028,0.9713396289,1.4467006723,0.7488444922
2025-07-13,rbf,1,4,0.6088174936,1.5287479550,1.0069193809,1.0312667161,1.4405178323,0.7565139833
2025-07-14,matern32,2,4,0.8770492496,1.7995046656,1.3829521652,2.1839828090,1.4477132884,0.8145316220
2025-07-14,rbf,1,4,0.8969217621,1.8206168844,1.4132770324,2.2687201498,1.4413005450,0.8206832773
2025-07-15,matern32,2,4,0.3864528906,1.3326577307,0.3297202568,0.1737349096,1.4523303165,0.4132247769
2025-07-15,rbf,1,4,0.3720052486,1.3164181341,0.2943801154,0.1257008174,1.4447075582,0.4278302057
2025-07-16,matern32,2,4,0.4183887158,1.3616988261,0.4053765929,0.3053680911,1.4565157943,0.6036421618
2025-07-16,rbf,1,4,0.4269648992,1.3651486798,0.4832271052,0.3429644857,1.4473947646,0.6254739214
2025-07-17,matern32,2,4,0.5962054714,1.5303205313,0.9388984221,0.9643449703,1.4636217662,0.2631100350
2025-07-17,rbf,1,4,0.5391964159,1.4724595048,0.8315976957,0.7444142394,1.4509064877,0.2843052578
2025-07-18,matern32,2,4,0.9989914374,1.9204237399,1.6142051363,2.7008482386,1.4554321392,0.1383785250
2025-07-18,rbf,1,4,0.9563750604,1.8769185893,1.5493042535,2.5195965817,1.4469542766,0.1482332499
2025-07-19,matern32,2,4,0.8244457305,1.7551256993,1.3349870549,1.9053716593,1.4639438678,0.1869297673
2025-07-19,rbf,1,4,0.7516635028,1.6792185209,1.2275912985,1.5936824632,1.4510934045,0.2027172279
2025-07-20,matern32,2,4,0.4942058423,1.4325656424,0.7358710833,0.5695031207,1.4582276512,0.3070350529
2025-07-20,rbf,1,4,0.4667072609,1.4034435845,0.6736680196,0.4709687473,1.4485288945,0.3207471677
2025-07-21,matern32,2,4,0.8912793193,1.8143123245,1.4475569846,2.2373230374,1.4586141590,0.1680192817
2025-07-21,rbf,1,4,0.8538803592,1.7754711756,1.3860013644,2.0843963816,1.4487083141,0.1781637156
2025-07-22,matern32,2,4,0.4143113605,1.3609609146,0.4827863940,0.2699783727,1.4582499789,0.4542514603
2025-07-22,rbf,1,4,0.4100470612,1.3522784490,0.4960706742,0.2613357072,1.4485456129,0.4700544567
2025-07-23,matern32,2,4,1.0983331179,2.0539857575,1.6721708580,3.3698751582,1.4599076626,0.8455030522
2025-07-23,rbf,1,4,1.1464953232,2.1038648959,1.7476931765,3.5684620862,1.4495847649,0.8608370513
2025-07-24,matern32,2,4,1.3408016567,2.3138709154,2.0470529976,4.2753580141,1.4647140936,0.0859441870
2025-07-24,rbf,1,4,1.2541698403,2.2154337558,1.9411981943,3.8294268100,1.4515117352,0.0942450168
2025-07-25,matern32,2,4,0.7105345402,1.6416134205,1.1678591263,1.4305761979,1.4666565815,0.2163209144
2025-07-25,rbf,1,4,0.6488487041,1.5776316265,1.0581710932,1.1821820787,1.4520677211,0.2361511711
2025-07-26,matern32,2,4,0.5668284582,1.5015114101,0.8526018211,0.8782314756,1.4664227978,0.7122952791
2025-07-26,rbf,1,4,0.6066327292,1.5331282705,0.9614130045,1.0354754673,1.4519872353,0.7403165018
2025-07-27,matern32,2,4,0.4370052417,1.3868657307,0.4836615943,0.3512384933,1.4653919627,0.4321210778
2025-07-27,rbf,1,4,0.4106535086,1.3563778124,0.3801622248,0.2610146414,1.4517931552,0.4578406974
2025-07-28,matern32,2,4,0.3970657965,1.3492168213,0.3497046225,0.2007382403,1.4650685237,0.4320993483
2025-07-28,rbf,1,4,0.3863624226,1.3329556422,0.3778880326,0.1714380856,1.4517226692,0.4580689565
2025-07-29,matern32,2,4,2.7851187370,4.3988576811,3.6012096435,13.1340369185,1.4654756936,0.0099645993
2025-07-29,rbf,1,4,2.6930130828,4.2678517429,3.5009526540,12.3802478060,1.4518426453,0.0105174967
2025-07-30,matern32,2,4,0.5244700516,1.4594468941,0.7889565502,0.7025666133,1.4654241732,0.6502174678
2025-07-30,rbf,1,4,0.5431112188,1.4714687435,0.8107647634,0.7834419382,1.4518395014,0.6744711625
2025-07-31,matern32,2,4,0.8606619461,1.7931496927,1.3194700497,2.1396917324,1.4656616028,0.7443309514
2025-07-31,rbf,1,4,0.8922295526,1.8298485040,1.3285937287,2.2903942018,1.4518640929,0.7605168588
2025-08-01,matern32,2,4,1.1341448444,2.0628768254,1.7998515060,3.3079293705,1.4660167051,0.8871528030
2025-08-01,rbf,1,4,1.2067196441,2.1434040992,1.8912654737,3.6207988890,1.4519874529,0.9018614129
2025-08-02,matern32,2,4,0.4045664609,1.3542612131,0.3453627172,0.2414459873,1.4664438606,0.4115845593
2025-08-02,rbf,1,4,0.3970248001,1.3408631859,0.2647273507,0.2256819204,1.4520668809,0.4335277531
2025-08-03,matern32,2,4,0.6961580247,1.6206615855,1.1662654286,1.3663434498,1.4671240343,0.3590979762
2025-08-03,rbf,1,4,0.6833035996,1.6061090529,1.1427764952,1.3126108177,1.4522597920,0.3753267297
2025-08-04,matern32,2,4,0.5647373716,1.4976697574,0.9174856719,0.8434318282,1.4677994582,0.7339330553
2025-08-04,rbf,1,4,0.5983561719,1.5243047776,0.9885445754,0.9778366424,1.4523708911,0.7520891169
2025-08-05,matern32,2,4,0.4266436833,1.3754103654,0.5153073967,0.3143596809,1.4681540129,0.5216150602
2025-08-05,rbf,1,4,0.4263167272,1.3684038771,0.5421098751,0.3204546723,1.4524431110,0.5402657268
2025-08-06,matern32,2,4,0.4539232034,1.3984390960,0.6413080236,0.4165160410,1.4683309852,0.6683985802
2025-08-06,rbf,1,4,0.4771664095,1.4129906195,0.7152070062,0.5121505072,1.4524712558,0.6887519499
2025-08-07,matern32,2,4,1.0474089541,1.9712235717,1.6920555724,2.8772188397,1.4684787070,0.8746622191
2025-08-07,rbf,1,4,1.1182874674,2.0505110566,1.7804386075,3.1841792974,1.4525135417,0.8890295458
2025-08-08,matern32,2,4,0.4235215543,1.3738640978,0.4490450647,0.3048686096,1.4693148645,0.5804804780
2025-08-08,rbf,1,4,0.4355137621,1.3781592542,0.4692852447,0.3642384542,1.4526379407,0.6054828292
2025-08-09,matern32,2,4,0.6507463003,1.5769632115,1.0745405055,1.1981288407,1.4696201907,0.7650978794
2025-08-09,rbf,1,4,0.6992053752,1.6183741694,1.1682967696,1.3919433413,1.4526664143,0.7877522051
2025-08-10,matern32,2,4,1.9466799178,3.0566036911,2.7310089269,7.6825715139,1.4695446525,0.9626487766
2025-08-10,rbf,1,4,2.0340893563,3.1916711920,2.8192303708,8.1287445205,1.4526605009,0.9698173740
2025-08-11,matern32,2,4,0.6126161720,1.5425883931,1.0112997390,1.0327776650,1.4696803857,0.7538487512
2025-08-11,rbf,1,4,0.6569656293,1.5799329822,1.0972083896,1.2103731263,1.4526706918,0.7747671145
2025-08-12,matern32,2,4,0.6799584644,1.6048402718,1.0923430856,1.3323391773,1.4699665645,0.7635665220
2025-08-12,rbf,1,4,0.7197841137,1.6384929078,1.1761574929,1.4939486819,1.4527001136,0.7844175184
2025-08-13,matern32,2,4,0.3593598191,1.3176055551,0.2045718109,0.0584263360,1.4704754972,0.5523479582
2025-08-13,rbf,1,4,0.3669725381,1.3158549667,0.2819073038,0.1006799304,1.4527381032,0.5765421563
2025-08-14,matern32,2,4,0.4171799554,1.3672910436,0.3608694206,0.2900694482,1.4703831926,0.5529821178
2025-08-14,rbf,1,4,0.4141826138,1.3564703471,0.3539609634,0.2927440102,1.4527259860,0.5715586997
2025-08-15,matern32,2,4,0.8397532783,1.7669392011,1.3559170177,2.0507678328,1.4706472906,0.8104205669
2025-08-15,rbf,1,4,0.8748414347,1.7974256254,1.4171601236,2.1905122677,1.4527432171,0.8256238513
2025-08-16,matern32,2,4,0.8928415317,1.8229164613,1.4612995730,2.2014193012,1.4706662285,0.8360733877
2025-08-16,rbf,1,4,0.9504492597,1.8856457648,1.5371132116,2.4487900643,1.4527472464,0.8499721213
2025-08-17,matern32,2,4,0.9908745097,1.9431221771,1.5471963043,2.6797117530,1.4711340705,0.8382704024
2025-08-17,rbf,1,4,1.0358409403,1.9993987775,1.5988866171,2.8791731005,1.4527698264,0.8468960447
2025-08-18,matern32,2,4,0.3735441100,1.3300098669,0.3255476943,0.1111116028,1.4713019797,0.5292465748
2025-08-18,rbf,1,4,0.3779924317,1.3252837718,0.3738957304,0.1415923725,1.4527749234,0.5432778291
2025-08-19,matern32,2,4,1.1441749504,2.0886443265,1.7899163814,3.3957218626,1.4711473256,0.1218846816
2025-08-19,rbf,1,4,1.1011077104,2.0450857641,1.7290887136,3.1758746602,1.4527700096,0.1271258791
2025-08-20,matern32,2,4,0.9279806981,1.8467610953,1.5304486985,2.3479004733,1.4712254274,0.8506598459
2025-08-20,rbf,1,4,0.9762997637,1.8967708569,1.5950685693,2.5471648321,1.4527731856,0.8637944201
2025-08-21,matern32,2,4,1.3674958196,2.3447927478,2.0813492722,4.4358518952,1.4713592081,0.9160377838
2025-08-21,rbf,1,4,1.4290329513,2.4323326837,2.1462712174,4.7271985585,1.4527777524,0.9240885615
2025-08-22,matern32,2,4,0.4600820480,1.4054733469,0.6166336332,0.4462689224,1.4717258031,0.4687168068
2025-08-22,rbf,1,4,0.4410994866,1.3802707512,0.5521818466,0.3898847825,1.4527870843,0.4845779769
2025-08-23,matern32,2,4,0.5703065967,1.5103994169,0.8112457246,0.8620808177,1.4716977860,0.7036530651
2025-08-23,rbf,1,4,0.6052281073,1.5393825997,0.8742667319,1.0050323428,1.4527865400,0.7191260922
2025-08-24,matern32,2,4,1.1715497062,2.1255035409,1.8237317305,3.5222732486,1.4716796175,0.8818588163
2025-08-24,rbf,1,4,1.2155085402,2.1812899894,1.8761594623,3.7167081630,1.4527859376,0.8911544180
2025-08-25,matern32,2,4,0.7795435048,1.7120449786,1.2766890162,1.7204380181,1.4717621615,0.8024425458
2025-08-25,rbf,1,4,0.8152795110,1.7482069448,1.3269140769,1.8700005752,1.4527874316,0.8135492810
2025-08-26,matern32,2,4,1.7684864733,2.8050153335,2.5466407935,6.5467817464,1.4718717229,0.9566082456
2025-08-26,rbf,1,4,1.8257326652,2.8959534659,2.6016859150,6.8148608910,1.4527896530,0.9623581490
2025-08-27,matern32,2,4,0.5286270791,1.4678809047,0.7492988513,0.7346998106,1.4719749058,0.6857117857
2025-08-27,rbf,1,4,0.5407664935,1.4708378935,0.8026409785,0.7910309816,1.4527909284,0.7014785967
2025-08-28,matern32,2,4,1.6859759238,2.7337850108,2.4182364568,6.3233673404,1.4720748457,0.9306164659
2025-08-28,rbf,1,4,1.7206247604,2.7890848603,2.4551521719,6.4656665458,1.4527912821,0.9374148789
2025-08-29,matern32,2,4,1.5432877487,2.5407148882,2.2819932611,5.4512407266,1.4720402414,0.9307555092
2025-08-29,rbf,1,4,1.5874811764,2.6011797477,2.3287563843,5.6372077780,1.4527915312,0.9384549744
2025-08-30,matern32,2,4,1.2581469021,2.1947374265,1.9635597458,3.8663346186,1.4720995835,0.9085299205
2025-08-30,rbf,1,4,1.2966990180,2.2444771680,2.0047557593,4.0254610706,1.4527919375,0.9160492348
2025-08-31,matern32,2,4,1.8776576088,2.9494441868,2.6637422036,7.1911375409,1.4721490885,0.9624072639
2025-08-31,rbf,1,4,1.9230064124,3.0285120166,2.7049431916,7.3960882296,1.4527924237,0.9669714951
2025-09-01,matern32,2,4,2.2317296518,3.4443489735,3.0388132083,9.3351397497,1.4722209400,0.9785994983
2025-09-01,rbf,1,4,2.2802495118,3.5470790797,3.0802885289,9.5757760899,1.4527930166,0.9815431370
2025-09-02,matern32,2,4,1.9324976478,3.0691435270,2.7170536904,7.5470140493,1.4722493330,0.9621992895
2025-09-02,rbf,1,4,1.9769525982,3.1609429272,2.7557490474,7.7705068148,1.4527930915,0.9656314033
2025-09-03,matern32,2,4,1.6564344886,2.6690115290,2.4181187060,5.9862464259,1.4723242755,0.9452949650
2025-09-03,rbf,1,4,1.6959990677,2.7302558858,2.4560931459,6.1533187097,1.4527935313,0.9510355388
2025-09-04,matern32,2,4,1.7219118324,2.7457304127,2.4959472895,6.2806469197,1.4724121232,0.9535002657
2025-09-04,rbf,1,4,1.7615213187,2.8133321254,2.5316774978,6.4527167428,1.4527938233,0.9581501624
2025-09-05,matern32,2,4,1.8611545085,2.9275172282,2.6480115954,7.0545183331,1.4724383985,0.9628212695
2025-09-05,rbf,1,4,1.9006994455,3.0025332536,2.6818915383,7.2311854737,1.4527938939,0.9665375355
2025-09-06,matern32,2,4,0.3864523907,1.3418564189,0.3955290939,0.1575511458,1.4726158321,0.4528855564
2025-09-06,rbf,1,4,0.3770463195,1.3244093083,0.3686355864,0.1383553966,1.4527941316,0.4589988678
2025-09-07,matern32,2,4,0.9003231683,1.8189889416,1.4831421862,2.2440811472,1.4724586528,0.8405938233
2025-09-07,rbf,1,4,0.9181477845,1.8360513402,1.5075195203,2.3116066688,1.4527938996,0.8480856639
2025-09-08,matern32,2,4,0.4279999795,1.3820194562,0.4376013581,0.3122011600,1.4725323686,0.5820418788
2025-09-08,rbf,1,4,0.4309014834,1.3769545146,0.4565676842,0.3358162656,1.4527940767,0.5881186345
2025-09-09,matern32,2,4,0.4419061576,1.3905319308,0.5604621133,0.3693796703,1.4725054178,0.6464620695
2025-09-09,rbf,1,4,0.4449117766,1.3848656001,0.5827627297,0.3935917310,1.4527940212,0.6538918341
2025-09-10,matern32,2,4,1.4698335284,2.4416103492,2.2098269307,4.9451795774,1.4725201686,0.9307511393
2025-09-10,rbf,1,4,1.4956682424,2.4842523721,2.2327029379,5.0429157018,1.4527940473,0.9354428625
2025-09-11,matern32,2,4,0.9918627160,1.9138746863,1.6096554921,2.6523130431,1.4725580738,0.8594704241
2025-09-11,rbf,1,4,1.0110392233,1.9351453995,1.6327961699,2.7239104279,1.4527941108,0.8662700756
2025-09-12,matern32,2,4,1.3617182634,2.3132146199,2.0863982715,4.3801127473,1.4725767913,0.9206229810
2025-09-12,rbf,1,4,1.3854810299,2.3497539792,2.1079093722,4.4681347149,1.4527941302,0.9255578911
2025-09-13,matern32,2,4,1.6698347717,2.6837712800,2.4381629567,5.9885644563,1.4725962506,0.9496108820
2025-09-13,rbf,1,4,1.6951251368,2.7328929366,2.4580187643,6.0836199070,1.4527941492,0.9531989282
2025-09-14,matern32,2,4,0.5048147740,1.3765523071,0.8124547684,0.6862000795,1.2881085500,0.7342442129
2025-09-14,rbf,1,4,0.5117792293,1.3873219827,0.8262792256,0.7074179398,1.2981878125,0.7362257996
2025-09-15,matern32,2,4,1.0055330286,2.0204343677,1.3488660361,2.8754799621,1.2994830296,0.7811797796
2025-09-15,rbf,1,4,0.9965414468,2.0083046006,1.3480471450,2.8211041873,1.3071737536,0.7834072085
2025-09-16,matern32,2,4,0.7983570840,1.7171564873,1.2838952838,1.7530939911,1.3145426192,0.8293087924
2025-09-16,rbf,1,4,0.8046547972,1.7254003777,1.2942268201,1.7782622334,1.3154444080,0.8310426033
2025-09-17,matern32,2,4,0.4085513274,1.2888294274,0.5173562812,0.3546579448,1.3150888381,0.6479062305
2025-09-17,rbf,1,4,0.4164917109,1.2984021241,0.5316626612,0.3812405759,1.3185821887,0.6510187251
2025-09-18,matern32,2,4,0.5739569574,1.4756146291,0.8520914431,0.9131101228,1.3520994136,0.2867824095
2025-09-18,rbf,1,4,0.5764349418,1.4769936209,0.8627696557,0.9249923925,1.3482481775,0.2891541000
2025-09-19,matern32,2,4,1.4345777591,2.6263447452,1.9479640871,4.8817401151,1.3425491725,0.1361445371
2025-09-19,rbf,1,4,1.4079042598,2.5880639932,1.9160000209,4.7514215484,1.3401303239,0.1389835297
2025-09-20,matern32,2,4,1.0879831273,2.0902163635,1.6341003264,3.0974227127,1.3811343542,0.2484893737
2025-09-20,rbf,1,4,1.0804611034,2.0799166920,1.6290250699,3.0735319783,1.3774844126,0.2660323734
2025-09-21,matern32,2,4,0.9925806174,1.9122938429,1.5933567413,2.6533160164,1.3952612888,0.1325391989
2025-09-21,rbf,1,4,0.8871556081,1.7982208460,1.4430847912,2.1990097866,1.3894228361,0.1561515906
2025-09-22,matern32,2,4,1.3633159967,2.3705030645,2.0525035413,4.2991222707,1.4072737192,0.0775428020
2025-09-22,rbf,1,4,1.3303314379,2.3347490526,2.0083809912,4.1389344750,1.4014343126,0.0821412332
2025-09-23,matern32,2,4,1.8200601971,2.9545862542,2.5703561064,6.6300211761,1.3940559637,0.0328967208
2025-09-23,rbf,1,4,1.7943098560,2.9288736539,2.5393408023,6.4828509901,1.3887784989,0.0346208526
2025-09-24,matern32,2,4,0.4597986207,1.3941621492,0.6060129599,0.4468755596,1.4355039183,0.3361569018
2025-09-24,rbf,1,4,0.4037804475,1.3393385184,0.4244703753,0.2464186639,1.4301272947,0.3820382180
2025-09-25,matern32,2,4,0.4580903850,1.3881924840,0.6558891708,0.4572911150,1.4382896896,0.6739323069
2025-09-25,rbf,1,4,0.5298014806,1.4521094989,0.8406574167,0.7295604804,1.4327508056,0.7199246409
2025-09-26,matern32,2,4,0.4721643938,1.3806446421,0.6665742170,0.5503959302,1.3916661918,0.6775157007
2025-09-26,rbf,1,4,0.4964253979,1.4013719763,0.7174213107,0.6495666093,1.3857770840,0.6896616685
2025-09-27,matern32,2,4,0.3448635670,1.2698264069,0.2084202126,0.0633194296,1.4000998507,0.4821576138
2025-09-27,rbf,1,4,0.3488831444,1.2700405014,0.2224543092,0.0844989699,1.3940992031,0.4967164389
2025-09-28,matern32,2,4,0.4382977700,1.3584114094,0.5853815608,0.4067532731,1.4124645652,0.6566239101
2025-09-28,rbf,1,4,0.4833080677,1.3978034443,0.6975110009,0.5831849752,1.4072813938,0.6841797829
2025-09-29,matern32,2,4,0.6228470438,1.5318150263,0.9945989035,1.1427875168,1.4125206866,0.7501336464
2025-09-29,rbf,1,4,0.6772131501,1.5849819441,1.0818472591,1.3746802784,1.4072875822,0.7670580900
2025-09-30,matern32,2,4,0.3964182685,1.3245856745,0.4559117279,0.2408020834,1.4205871993,0.4697509701
2025-09-30,rbf,1,4,0.4077465415,1.3314470652,0.4617035210,0.2926514500,1.4149179992,0.4877191684
2025-10-01,matern32,2,4,0.5524631076,1.4677409613,0.8639506852,0.8404725093,1.4241948068,0.7217413917
2025-10-01,rbf,1,4,0.5871093128,1.4982993766,0.9401383743,0.9831965580,1.4186310913,0.7396972561
2025-10-02,matern32,2,4,0.6360362775,1.5489050147,1.0395661742,1.1722554857,1.4287870301,0.7610285375
2025-10-02,rbf,1,4,0.6995760683,1.6099947340,1.1474713205,1.4353516527,1.4238547893,0.7829937748
2025-10-03,matern32,2,4,0.5916824425,1.5109428904,0.9733513571,0.9637744619,1.4329928157,0.7506958336
2025-10-03,rbf,1,4,0.6431048343,1.5591823289,1.0647006072,1.1700269393,1.4277841309,0.7701275543
2025-10-04,matern32,2,4,0.4275311432,1.3611603339,0.4026352845,0.3653872222,1.4420991609,0.5802499766
2025-10-04,rbf,1,4,0.4479642850,1.3773096207,0.4250578590,0.4576417590,1.4370461110,0.6024165177
2025-10-05,matern32,2,4,0.4416421490,1.3801409270,0.5914436941,0.3754783934,1.4455386376,0.3402512787
2025-10-05,rbf,1,4,0.3989950395,1.3391972354,0.4444987877,0.2228239968,1.4409840049,0.3777259705
2025-10-06,matern32,2,4,0.3567929452,1.3035390325,0.2516723834,0.0676533651,1.4463690646,0.4650180121
2025-10-06,rbf,1,4,0.3508108216,1.2952957973,0.1914665543,0.0530297011,1.4416543872,0.5009660594
2025-10-07,matern32,2,4,0.5673688906,1.5004987655,0.8919624637,0.8501035383,1.4568289594,0.2710030038
2025-10-07,rbf,1,4,0.5254301484,1.4596810654,0.7911055919,0.6918421227,1.4519178999,0.2939400637
2025-10-08,matern32,2,4,0.4202289536,1.3614830750,0.3634159753,0.3191117414,1.4560096132,0.5375734224
2025-10-08,rbf,1,4,0.4308603234,1.3684141517,0.3606169800,0.3729065804,1.4509228073,0.5644172713
2025-10-09,matern32,2,4,0.3451585938,1.2984170656,0.1172900599,0.0174901908,1.4572036774,0.5002656302
2025-10-09,rbf,1,4,0.3501299250,1.3001367725,0.1609154825,0.0404442008,1.4519959872,0.5306376617
2025-10-10,matern32,2,4,0.4019781261,1.3501411131,0.4088571109,0.2216299168,1.4596722070,0.3911391023
2025-10-10,rbf,1,4,0.3814951242,1.3292169234,0.3524122615,0.1516418074,1.4543542684,0.4214085462
2025-10-11,matern32,2,4,0.4755573135,1.4137045024,0.5436116466,0.5387800499,1.4617139744,0.6343780746
2025-10-11,rbf,1,4,0.5158716009,1.4488548548,0.6660532843,0.7017124573,1.4563227956,0.6645187984
2025-10-12,matern32,2,4,0.5058021361,1.4467225575,0.7486362934,0.6099572943,1.4674707272,0.3055804645
2025-10-12,rbf,1,4,0.4467579198,1.3907012176,0.5903010977,0.3898742661,1.4616988528,0.3436137612
2025-10-13,matern32,2,4,0.8266466932,1.7577163476,1.3432022248,1.9072188885,1.4710569658,0.8149026335
2025-10-13,rbf,1,4,0.9437327434,1.8802937688,1.5101394816,2.4152359827,1.4648393737,0.8419378343
2025-10-14,matern32,2,4,0.4801420754,1.4195391654,0.5946680848,0.5487514506,1.4684744815,0.6397424836
2025-10-14,rbf,1,4,0.5125849368,1.4461298923,0.7016596095,0.6817141926,1.4623370847,0.6740729489
2025-10-15,matern32,2,4,0.3863564463,1.3405745746,0.3541514549,0.1628439312,1.4726726115,0.4921502719
2025-10-15,rbf,1,4,0.3826795506,1.3339130282,0.2776897676,0.1581072254,1.4659463766,0.5240128359
2025-10-16,matern32,2,4,0.6353465970,1.5673099630,1.0335686110,1.1269636692,1.4748502158,0.2443500303
2025-10-16,rbf,1,4,0.5782521860,1.5118354285,0.9143343659,0.9033522684,1.4677442834,0.2698129688
2025-10-17,matern32,2,4,0.4136497791,1.3676214977,0.4595867971,0.2533505973,1.4755456371,0.3903390168
2025-10-17,rbf,1,4,0.3853962647,1.3390982176,0.3747404788,0.1550188136,1.4681781861,0.4214793064
2025-10-18,matern32,2,4,1.1357148286,2.0797964994,1.7821081316,3.3161926671,1.4833156346,0.1221673637
2025-10-18,rbf,1,4,1.0552786551,1.9927555018,1.6769168393,2.9319257844,1.4736531830,0.1338438838
2025-10-19,matern32,2,4,0.8790608469,1.8026763119,1.4464893700,2.1538452080,1.4831068585,0.1679608775
2025-10-19,rbf,1,4,0.8099932554,1.7324950203,1.3396352638,1.8571694232,1.4735507838,0.1850918428
2025-10-20,matern32,2,4,1.4463309434,2.4384920503,2.1641355022,4.9073823020,1.4791164524,0.0820018593
2025-10-20,rbf,1,4,1.3395030596,2.3146821858,2.0329239634,4.3573021239,1.4708221174,0.0943620715
2025-10-21,matern32,2,4,0.8875942133,1.8286313183,1.3991605127,2.1972934029,1.4951452318,0.8140453097
2025-10-21,rbf,1,4,0.9096477798,1.8528361403,1.4263640088,2.2858299906,1.4773516093,0.8207113168
2025-10-22,matern32,2,4,0.4628670770,1.4192909053,0.6359167365,0.4275815623,1.4958476623,0.6648608801
2025-10-22,rbf,1,4,0.4662090629,1.4151207440,0.6517568750,0.4504813311,1.4773618420,0.6708157251
2025-10-23,matern32,2,4,0.9816599695,1.9589815478,1.2639427879,2.8448609103,1.4940074929,0.2581093448
2025-10-23,rbf,1,4,0.9647061378,1.9397562736,1.2247733110,2.7562057002,1.4772699074,0.2639981507
2025-10-24,matern32,2,4,0.7394869025,1.7034013749,1.1114046490,1.6181371222,1.4927041052,0.7524894481
2025-10-24,rbf,1,4,0.7709612206,1.7357469590,1.1719218019,1.7483735735,1.4770451407,0.7668033422
2025-10-25,matern32,2,4,0.3593363120,1.3251591482,0.2025344727,0.0442640188,1.4869949014,0.5540800590
2025-10-25,rbf,1,4,0.3751719541,1.3334032302,0.3223705031,0.1121944925,1.4754369612,0.5867425053
2025-10-26,matern32,2,4,0.5566294817,1.4984614849,0.8823960264,0.7999025528,1.4860357860,0.2765092270
2025-10-26,rbf,1,4,0.5009543704,1.4437598898,0.7609639589,0.5887662344,1.4749886860,0.3028413261
2025-10-27,matern32,2,4,1.1531527146,2.0943856044,1.7418010548,3.5834001671,1.4900090529,0.1489120114
2025-10-27,rbf,1,4,1.0921503642,2.0300662638,1.6494852338,3.2971616717,1.4764073643,0.1615990943
2025-10-28,matern32,2,4,2.0965994137,3.2420701446,2.8954731134,8.7157808470,1.4910867908,0.0344905914
2025-10-28,rbf,1,4,2.0274224304,3.1619200363,2.8149527606,8.2703636548,1.4767311270,0.0372658253
2025-10-29,matern32,2,4,1.2382042845,2.1850656513,1.9142959878,3.9496119932,1.4914402563,0.1116170944
2025-10-29,rbf,1,4,1.1838966624,2.1307458498,1.8355559317,3.6968657753,1.4768924846,0.1212188905
2025-10-30,matern32,2,4,0.7200689647,1.6837115777,0.8603693238,1.5617062879,1.4905373191,0.6829135140
2025-10-30,rbf,1,4,0.7403306342,1.7078909828,0.9442860440,1.6570424019,1.4765594022,0.7030341144
2025-10-31,matern32,2,4,1.0859075055,2.0443919160,1.7106945206,3.1230186250,1.4891862304,0.1359933335
2025-10-31,rbf,1,4,1.0101139424,1.9628272975,1.6072216320,2.7543437844,1.4762734241,0.1477875987
2025-11-01,matern32,2,4,1.3915483472,2.3409380951,2.1239396353,4.5959141779,1.4923178010,0.0803849005
2025-11-01,rbf,1,4,1.3416969176,2.2907017939,2.0577190973,4.3401202921,1.4770750082,0.0857665181
2025-11-02,matern32,2,4,0.4994454007,1.4487703663,0.7262920512,0.5799911335,1.4914063686,0.3150778141
2025-11-02,rbf,1,4,0.4664019455,1.4134252927,0.6467657218,0.4599778818,1.4768906168,0.3323825241
2025-11-03,matern32,2,4,1.4232540109,2.3979552144,2.1359828918,4.8444300387,1.4929668164,0.0893369193
2025-11-03,rbf,1,4,1.3803133149,2.3511161654,2.0819246459,4.5943626205,1.4771481189,0.0918059365
2025-11-04,matern32,2,4,1.8798063184,3.0087617625,2.6404968427,7.4517653868,1.4937859436,0.0563865432
2025-11-04,rbf,1,4,1.8491027461,2.9830736875,2.6015093701,7.2119389805,1.4772608802,0.0562291203
2025-11-05,matern32,2,4,0.4015686649,1.3633753339,0.3691670760,0.2059921500,1.4936587752,0.4052189948
2025-11-05,rbf,1,4,0.3935253515,1.3488421902,0.3268131742,0.1891980861,1.4772639152,0.4158028619
2025-11-06,matern32,2,4,0.4670331413,1.4209931912,0.5652675109,0.4558888522,1.4929967267,0.3573025449
2025-11-06,rbf,1,4,0.4459155202,1.3956178571,0.5211167453,0.3833431627,1.4771753897,0.3694215302
2025-11-07,matern32,2,4,0.9504011840,1.8724615312,1.5416972053,2.5316997971,1.4938107361,0.1587176289
2025-11-07,rbf,1,4,0.9263237285,1.8471626126,1.5022841722,2.4268290134,1.4772777203,0.1631956265
2025-11-08,matern32,2,4,0.4439685181,1.4012532458,0.5204290917,0.3622477628,1.4930263969,0.3655009928
2025-11-08,rbf,1,4,0.4223271957,1.3754318922,0.4629614540,0.2897782058,1.4771911496,0.3782901171
2025-11-09,matern32,2,4,2.6638084866,4.1221772614,3.4909144163,12.4802706536,1.4929779951,0.0137967181
2025-11-09,rbf,1,4,2.6072666883,4.0627463163,3.4250469808,12.0119474812,1.4771808055,0.0143028513
