event_date,date_group_id,decision_rule,_join_token,market_slug,group_item_title,contract_event_type_v2,event_set_v2,selected_yes_token_id,selected_run_init_utc,decision_cutoff_utc,training_end_date,target_Y_event,n_contracts_common,expected_n_contracts,n_yes,book_ready,book_issue,complete_book_feature_available,eligible_weather_only,eligible_market_only,eligible_combined,eligible_complete_book_combined,decision_horizon_hours,decision_is_24h_prior,decision_is_12h_prior,decision_is_6h_prior,decision_is_event_day_open,event_type_is_lower_tail_endpoint,event_type_is_interior_bin,event_type_is_upper_tail,event_lower_C_finite,event_upper_C_finite,event_has_lower_bound,event_has_upper_bound,event_width_C,event_midpoint_C,calendar_day_index,calendar_month,calendar_day_of_month,calendar_day_of_year,calendar_doy_sin,calendar_doy_cos,forecast_hko_daily_max_C,corrected_forecast_hko_daily_max_C,bias_correction_C,sigma_used_C,n_train_dates,p_ecmwf_raw,p_ecmwf_bias_fixed_sigma,p_ecmwf_bias_scale,logit_p_ecmwf_raw,logit_p_ecmwf_bias_fixed_sigma,logit_p_ecmwf_bias_scale,raw_forecast_minus_lower_C,upper_minus_raw_forecast_C,corrected_forecast_minus_lower_C,upper_minus_corrected_forecast_C,standardised_corrected_minus_lower,standardised_upper_minus_corrected,p_market,logit_p_market,price_staleness_hours,market_book_total_probability,market_book_probability_normalised,market_book_rank_desc,market_book_top_probability,market_book_gap_to_top,market_book_contract_count,market_book_normalised_entropy,ecmwf_raw_book_total_probability,ecmwf_raw_book_probability_normalised,ecmwf_raw_book_rank_desc,ecmwf_raw_book_top_probability,ecmwf_raw_book_gap_to_top,ecmwf_raw_book_contract_count,ecmwf_raw_book_normalised_entropy,ecmwf_bias_fixed_sigma_book_total_probability,ecmwf_bias_fixed_sigma_book_probability_normalised,ecmwf_bias_fixed_sigma_book_rank_desc,ecmwf_bias_fixed_sigma_book_top_probability,ecmwf_bias_fixed_sigma_book_gap_to_top,ecmwf_bias_fixed_sigma_book_contract_count,ecmwf_bias_fixed_sigma_book_normalised_entropy,ecmwf_bias_scale_book_total_probability,ecmwf_bias_scale_book_probability_normalised,ecmwf_bias_scale_book_rank_desc,ecmwf_bias_scale_book_top_probability,ecmwf_bias_scale_book_gap_to_top,ecmwf_bias_scale_book_contract_count,ecmwf_bias_scale_book_normalised_entropy,market_minus_ecmwf_raw,abs_market_minus_ecmwf_raw,logit_market_minus_ecmwf_raw,market_minus_ecmwf_bias_fixed_sigma,abs_market_minus_ecmwf_bias_fixed_sigma,logit_market_minus_ecmwf_bias_fixed_sigma,market_minus_ecmwf_bias_scale,abs_market_minus_ecmwf_bias_scale,logit_market_minus_ecmwf_bias_scale
2026-04-10,0,24h_prior,114221833123908158105887372263604526651035188443468358054614096591140838124990,highest-temperature-in-hong-kong-on-april-10-2026-29c,29°C,interior_bin,"[29, 30)",114221833123908158105887372263604526651035188443468358054614096591140838124990,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,29.0,30.0,1,1,1.0,29.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0547846815912408,0.1861497610557358,0.1558321927331921,-2.848002129837053,-1.475224850728398,-1.6895715579343182,-2.1999999999999993,3.1999999999999993,-0.7571428571428562,1.7571428571428562,-0.9585795291845483,2.2246279639565945,0.245,-1.1254595387042978,0.9977777777777778,1.0495,0.2334444973797046,2.0,0.435,0.19,11,0.6023864467862455,0.9999999999999997,0.05478468159124082,6.0,0.2561336880197627,0.2013490064285219,11,0.7650690101613395,0.9999999999999996,0.18614976105573589,3.0,0.2574465358332783,0.07129677477754251,11,0.7312213859903444,0.9999999999999997,0.15583219273319215,3.0,0.451871451764635,0.2960392590314429,11,0.5190021824906113,0.1902153184087592,0.1902153184087592,1.722542591132755,0.058850238944264194,0.058850238944264194,0.3497653120241002,0.0891678072668079,0.0891678072668079,0.5641120192300204
2026-04-10,0,24h_prior,27108372496993268654926442590603826923879365862633957505324227158731269160365,highest-temperature-in-hong-kong-on-april-10-2026-23c,23°C,interior_bin,"[23, 24)",27108372496993268654926442590603826923879365862633957505324227158731269160365,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,23.0,24.0,1,1,1.0,23.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0253249029511799,0.0021009937760736,3.8991049278180874e-08,-3.65031596367469,-6.163241615527727,-13.815509557963773,3.8000000000000007,-2.8000000000000007,5.242857142857144,-4.242857142857144,6.63771107944773,-5.371662644675683,0.0015,-6.500789044747705,0.9922222222222222,1.0495,0.0014292520247737017,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999997,0.025324902951179906,7.0,0.2561336880197627,0.23080878506858282,11,0.7650690101613395,0.9999999999999996,0.002100993776073601,8.0,0.2574465358332783,0.2553455420572047,11,0.7312213859903444,0.9999999999999997,3.899104927818089e-08,8.0,0.451871451764635,0.4518714127735857,11,0.5190021824906113,-0.023824902951179897,0.023824902951179897,-2.8504730810730154,-0.0006009937760736001,0.0006009937760736001,-0.3375474292199785,0.0014999610089507219,0.0014999610089507219,7.314720513216068
2026-04-10,0,24h_prior,33920930266990684139171199131588879631620210162811979261259740749860755381977,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,24.0,25.0,1,1,1.0,24.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0840955945149676,0.012974945648673,2.012309245430499e-05,-2.387957816685755,-4.331675183342911,-10.813622400736346,2.8000000000000007,-1.8000000000000007,4.242857142857144,-3.2428571428571438,5.371662644675683,-4.105614209903637,0.0095,-4.646918067532111,0.9911111111111112,1.0495,0.009051929490233443,6.0,0.435,0.4255,11,0.6023864467862455,0.9999999999999997,0.08409559451496763,5.0,0.2561336880197627,0.1720380935047951,11,0.7650690101613395,0.9999999999999996,0.012974945648673006,7.0,0.2574465358332783,0.24447159018460532,11,0.7312213859903444,0.9999999999999997,2.0123092454305e-05,7.0,0.451871451764635,0.4518513286721807,11,0.5190021824906113,-0.07459559451496761,0.07459559451496761,-2.2589602508463558,-0.003474945648673001,0.003474945648673001,-0.31524288418919966,0.009479876907545695,0.009479876907545695,6.166704333204235
2026-04-10,0,24h_prior,36850248312549903875364114577225516929899282555521479198145552785017591833115,highest-temperature-in-hong-kong-on-april-10-2026-26c,26°C,interior_bin,"[26, 27)",36850248312549903875364114577225516929899282555521479198145552785017591833115,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,26.0,27.0,1,1,1.0,26.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.2561336880197627,0.1362473231551664,0.0555407891427467,-1.0661618034906655,-1.8468146873910745,-2.8334948097197428,0.8000000000000007,0.1999999999999993,2.2428571428571438,-1.2428571428571438,2.839565775131591,-1.5735173403595444,0.017,-4.05739577609095,0.9955555555555556,1.0495,0.01619818961410195,5.0,0.435,0.418,11,0.6023864467862455,0.9999999999999997,0.25613368801976283,1.0,0.2561336880197627,0.0,11,0.7650690101613395,0.9999999999999996,0.13624732315516647,4.0,0.2574465358332783,0.1211992126781119,11,0.7312213859903444,0.9999999999999997,0.05554078914274672,4.0,0.451871451764635,0.3963306626218883,11,0.5190021824906113,-0.2391336880197627,0.2391336880197627,-2.991233972600285,-0.11924732315516641,0.11924732315516641,-2.210581088699876,-0.038540789142746695,0.038540789142746695,-1.2239009663712075
2026-04-10,0,24h_prior,41642465981386783567093252900415715824417450066807872070855509555051948550405,highest-temperature-in-hong-kong-on-april-10-2026-25c,25°C,interior_bin,"[25, 26)",41642465981386783567093252900415715824417450066807872070855509555051948550405,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,25.0,26.0,1,1,1.0,25.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.1818317583821428,0.0521133983718495,0.0022385869356167,-1.503986134746387,-2.9008127944205016,-6.099669348170556,1.8000000000000007,-0.8000000000000007,3.2428571428571438,-2.2428571428571438,4.105614209903637,-2.839565775131591,0.007,-4.954820514989859,0.9975,1.0495,0.006669842782277275,7.0,0.435,0.428,11,0.6023864467862455,0.9999999999999997,0.18183175838214286,3.0,0.2561336880197627,0.07430192963761992,11,0.7650690101613395,0.9999999999999996,0.05211339837184952,6.0,0.2574465358332783,0.2053331374614288,11,0.7312213859903444,0.9999999999999997,0.0022385869356167007,6.0,0.451871451764635,0.4496328648290183,11,0.5190021824906113,-0.1748317583821428,0.1748317583821428,-3.4508343802434727,-0.0451133983718495,0.0451133983718495,-2.054007720569358,0.0047614130643833,0.0047614130643833,1.1448488331806965
2026-04-10,0,24h_prior,54836983936980878212606421868210803097902568402169344278015434270494268497477,highest-temperature-in-hong-kong-on-april-10-2026-21c,21°C,interior_bin,"[21, 22)",54836983936980878212606421868210803097902568402169344278015434270494268497477,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,21.0,22.0,1,1,1.0,21.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0006319714028886,1.5092619081225056e-05,1.3322676295501878e-15,-7.366034242254163,-11.101289643481216,-13.815509557963773,5.800000000000001,-4.800000000000001,7.242857142857144,-6.242857142857144,9.169807948991822,-7.903759514219776,0.004,-5.517452896464707,0.9963888888888888,1.0495,0.003811338732729871,8.0,0.435,0.431,11,0.6023864467862455,0.9999999999999997,0.0006319714028886002,10.0,0.2561336880197627,0.2555017166168741,11,0.7650690101613395,0.9999999999999996,1.5092619081225063e-05,10.0,0.2574465358332783,0.2574314432141971,11,0.7312213859903444,0.9999999999999997,1.3322676295501882e-15,10.0,0.451871451764635,0.45187145176463367,11,0.5190021824906113,0.0033680285971114,0.0033680285971114,1.848581345789456,0.003984907380918775,0.003984907380918775,5.583836747016509,0.003999999999998668,0.003999999999998668,8.298056661499066
2026-04-10,0,24h_prior,58956322473206871218357865379829554333961784487932969144570010590439148147860,highest-temperature-in-hong-kong-on-april-10-2026-28c,28°C,interior_bin,"[28, 29)",58956322473206871218357865379829554333961784487932969144570010590439148147860,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,1,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,28.0,29.0,1,1,1.0,28.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.1406220211694107,0.2574465358332783,0.451871451764635,-1.8101332571854991,-1.059282802982102,-0.1931120958785205,-1.1999999999999993,2.1999999999999993,0.24285714285714377,0.7571428571428562,0.3074689055874981,0.9585795291845483,0.435,-0.2614797000577567,0.9894444444444443,1.0495,0.4144830871843735,1.0,0.435,0.0,11,0.6023864467862455,0.9999999999999997,0.14062202116941075,4.0,0.2561336880197627,0.11551166685035202,11,0.7650690101613395,0.9999999999999996,0.2574465358332784,1.0,0.2574465358332783,0.0,11,0.7312213859903444,0.9999999999999997,0.45187145176463517,1.0,0.451871451764635,0.0,11,0.5190021824906113,0.2943779788305893,0.2943779788305893,1.5486535571277424,0.1775534641667217,0.1775534641667217,0.7978031029243453,-0.016871451764635004,0.016871451764635004,-0.06836760417923624
2026-04-10,0,24h_prior,64601735238886796622927629959507020019160609939140331765301887751898128552410,highest-temperature-in-hong-kong-on-april-10-2026-22c,22°C,interior_bin,"[22, 23)",64601735238886796622927629959507020019160609939140331765301887751898128552410,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,22.0,23.0,1,1,1.0,22.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0049620348176447,0.0002210393193523,1.5928258711994658e-11,-5.300964990290794,-8.416948892898219,-13.815509557963773,4.800000000000001,-3.8000000000000007,6.242857142857144,-5.242857142857144,7.903759514219776,-6.63771107944773,0.004,-5.517452896464707,1.985,1.0495,0.003811338732729871,8.0,0.435,0.431,11,0.6023864467862455,0.9999999999999997,0.004962034817644702,9.0,0.2561336880197627,0.25117165320211804,11,0.7650690101613395,0.9999999999999996,0.0002210393193523001,9.0,0.2574465358332783,0.257225496513926,11,0.7312213859903444,0.9999999999999997,1.5928258711994665e-11,9.0,0.451871451764635,0.45187145174870674,11,0.5190021824906113,-0.0009620348176446998,0.0009620348176446998,-0.21648790617391356,0.0037789606806477,0.0037789606806477,2.8994959964335116,0.003999999984071741,0.003999999984071741,8.298056661499066
2026-04-10,0,24h_prior,88262719188573566470251670873242729419758093265490171670915320458063421254960,highest-temperature-in-hong-kong-on-april-10-2026-27c,27°C,interior_bin,"[27, 28)",88262719188573566470251670873242729419758093265490171670915320458063421254960,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,27.0,28.0,1,1,1.0,27.5,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.2351094847929893,0.2320169459497266,0.3214437054367887,-1.179681407821851,-1.1969572559799684,-0.747145016359836,-0.1999999999999993,1.1999999999999993,1.2428571428571438,-0.24285714285714377,1.5735173403595444,-0.3074689055874981,0.08,-2.4423470353692043,0.9988888888888888,1.0495,0.07622677465459742,4.0,0.435,0.355,11,0.6023864467862455,0.9999999999999997,0.23510948479298938,2.0,0.2561336880197627,0.021024203226773425,11,0.7650690101613395,0.9999999999999996,0.23201694594972672,2.0,0.2574465358332783,0.025429589883551706,11,0.7312213859903444,0.9999999999999997,0.3214437054367888,2.0,0.451871451764635,0.13042774632784632,11,0.5190021824906113,-0.1551094847929893,0.1551094847929893,-1.2626656275473533,-0.1520169459497266,0.1520169459497266,-1.245389779389236,-0.24144370543678867,0.24144370543678867,-1.6952020190093684
2026-04-10,0,24h_prior,22949151863078752582196083265341890533083952581087552910627824170177285810469,highest-temperature-in-hong-kong-on-april-10-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",22949151863078752582196083265341890533083952581087552910627824170177285810469,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,1,0,0,,21.0,0,1,,,0,4,10,100,0.9893724130196829,-0.14540367380368988,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,5.516653502724012e-05,6.875800405148347e-07,0.0,-9.805098869974527,-13.815509557963773,-13.815509557963773,,-5.800000000000001,,-7.242857142857144,,-9.169807948991822,0.0015,-6.500789044747705,0.9897222222222222,1.0495,0.0014292520247737017,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999997,5.516653502724014e-05,11.0,0.2561336880197627,0.2560785214847355,11,0.7650690101613395,0.9999999999999996,6.87580040514835e-07,11.0,0.2574465358332783,0.2574458482532378,11,0.7312213859903444,0.9999999999999997,0.0,11.0,0.451871451764635,0.451871451764635,11,0.5190021824906113,0.00144483346497276,0.00144483346497276,3.304309825226822,0.0014993124199594852,0.0014993124199594852,7.314720513216068,0.0015,0.0015,7.314720513216068
