event_date,date_group_id,decision_rule,_join_token,market_slug,group_item_title,contract_event_type_v2,event_set_v2,selected_yes_token_id,selected_run_init_utc,decision_cutoff_utc,training_end_date,target_Y_event,n_contracts_common,expected_n_contracts,n_yes,book_ready,book_issue,complete_book_feature_available,eligible_weather_only,eligible_market_only,eligible_combined,eligible_complete_book_combined,decision_horizon_hours,decision_is_24h_prior,decision_is_12h_prior,decision_is_6h_prior,decision_is_event_day_open,event_type_is_lower_tail_endpoint,event_type_is_interior_bin,event_type_is_upper_tail,event_lower_C_finite,event_upper_C_finite,event_has_lower_bound,event_has_upper_bound,event_width_C,event_midpoint_C,calendar_day_index,calendar_month,calendar_day_of_month,calendar_day_of_year,calendar_doy_sin,calendar_doy_cos,forecast_hko_daily_max_C,corrected_forecast_hko_daily_max_C,bias_correction_C,sigma_used_C,n_train_dates_x,p_ecmwf_raw,p_ecmwf_bias_fixed_sigma,p_ecmwf_bias_scale,logit_p_ecmwf_raw,logit_p_ecmwf_bias_fixed_sigma,logit_p_ecmwf_bias_scale,raw_forecast_minus_lower_C,upper_minus_raw_forecast_C,corrected_forecast_minus_lower_C,upper_minus_corrected_forecast_C,standardised_corrected_minus_lower,standardised_upper_minus_corrected,p_market,logit_p_market,price_staleness_hours,market_book_total_probability,market_book_probability_normalised,market_book_rank_desc,market_book_top_probability,market_book_gap_to_top,market_book_contract_count,market_book_normalised_entropy,ecmwf_raw_book_total_probability,ecmwf_raw_book_probability_normalised,ecmwf_raw_book_rank_desc,ecmwf_raw_book_top_probability,ecmwf_raw_book_gap_to_top,ecmwf_raw_book_contract_count,ecmwf_raw_book_normalised_entropy,ecmwf_bias_fixed_sigma_book_total_probability,ecmwf_bias_fixed_sigma_book_probability_normalised,ecmwf_bias_fixed_sigma_book_rank_desc,ecmwf_bias_fixed_sigma_book_top_probability,ecmwf_bias_fixed_sigma_book_gap_to_top,ecmwf_bias_fixed_sigma_book_contract_count,ecmwf_bias_fixed_sigma_book_normalised_entropy,ecmwf_bias_scale_book_total_probability,ecmwf_bias_scale_book_probability_normalised,ecmwf_bias_scale_book_rank_desc,ecmwf_bias_scale_book_top_probability,ecmwf_bias_scale_book_gap_to_top,ecmwf_bias_scale_book_contract_count,ecmwf_bias_scale_book_normalised_entropy,market_minus_ecmwf_raw,abs_market_minus_ecmwf_raw,logit_market_minus_ecmwf_raw,market_minus_ecmwf_bias_fixed_sigma,abs_market_minus_ecmwf_bias_fixed_sigma,logit_market_minus_ecmwf_bias_fixed_sigma,market_minus_ecmwf_bias_scale,abs_market_minus_ecmwf_bias_scale,logit_market_minus_ecmwf_bias_scale,date_index,sample_partition,cv_fold,cv_role,train_start_date,train_end_date,validation_start_date,validation_end_date,n_train_dates_y,n_validation_dates
2026-04-10,0,24h_prior,114221833123908158105887372263604526651035188443468358054614096591140838124990,highest-temperature-in-hong-kong-on-april-10-2026-29c,29°C,interior_bin,"[29, 30)",114221833123908158105887372263604526651035188443468358054614096591140838124990,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,29.0,30.0,1,1,1.0,29.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0547846815912408,0.1861497610557358,0.1558321927331921,-2.848002129837053,-1.475224850728398,-1.6895715579343182,-2.1999999999999997,3.1999999999999997,-0.7571428571428562,1.7571428571428562,-0.9585795291845484,2.2246279639565945,0.245,-1.1254595387042978,0.9977777777777778,1.0495,0.2334444973797046,2.0,0.435,0.19,11,0.6023864467862455,0.9999999999999996,0.0547846815912408,6.0,0.2561336880197627,0.2013490064285219,11,0.7650690101613395,0.9999999999999996,0.1861497610557358,3.0,0.2574465358332783,0.0712967747775425,11,0.7312213859903444,0.9999999999999996,0.1558321927331921,3.0,0.451871451764635,0.2960392590314429,11,0.5190021824906113,0.1902153184087592,0.1902153184087592,1.722542591132755,0.0588502389442641,0.0588502389442641,0.3497653120241002,0.0891678072668079,0.0891678072668079,0.5641120192300204,1,development,1,train,2026-04-10,2026-04-25,2026-04-26,2026-05-01,16,6
2026-04-10,0,24h_prior,114221833123908158105887372263604526651035188443468358054614096591140838124990,highest-temperature-in-hong-kong-on-april-10-2026-29c,29°C,interior_bin,"[29, 30)",114221833123908158105887372263604526651035188443468358054614096591140838124990,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,29.0,30.0,1,1,1.0,29.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0547846815912408,0.1861497610557358,0.1558321927331921,-2.848002129837053,-1.475224850728398,-1.6895715579343182,-2.1999999999999997,3.1999999999999997,-0.7571428571428562,1.7571428571428562,-0.9585795291845484,2.2246279639565945,0.245,-1.1254595387042978,0.9977777777777778,1.0495,0.2334444973797046,2.0,0.435,0.19,11,0.6023864467862455,0.9999999999999996,0.0547846815912408,6.0,0.2561336880197627,0.2013490064285219,11,0.7650690101613395,0.9999999999999996,0.1861497610557358,3.0,0.2574465358332783,0.0712967747775425,11,0.7312213859903444,0.9999999999999996,0.1558321927331921,3.0,0.451871451764635,0.2960392590314429,11,0.5190021824906113,0.1902153184087592,0.1902153184087592,1.722542591132755,0.0588502389442641,0.0588502389442641,0.3497653120241002,0.0891678072668079,0.0891678072668079,0.5641120192300204,1,development,2,train,2026-04-10,2026-05-01,2026-05-02,2026-05-07,22,6
2026-04-10,0,24h_prior,114221833123908158105887372263604526651035188443468358054614096591140838124990,highest-temperature-in-hong-kong-on-april-10-2026-29c,29°C,interior_bin,"[29, 30)",114221833123908158105887372263604526651035188443468358054614096591140838124990,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,29.0,30.0,1,1,1.0,29.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0547846815912408,0.1861497610557358,0.1558321927331921,-2.848002129837053,-1.475224850728398,-1.6895715579343182,-2.1999999999999997,3.1999999999999997,-0.7571428571428562,1.7571428571428562,-0.9585795291845484,2.2246279639565945,0.245,-1.1254595387042978,0.9977777777777778,1.0495,0.2334444973797046,2.0,0.435,0.19,11,0.6023864467862455,0.9999999999999996,0.0547846815912408,6.0,0.2561336880197627,0.2013490064285219,11,0.7650690101613395,0.9999999999999996,0.1861497610557358,3.0,0.2574465358332783,0.0712967747775425,11,0.7312213859903444,0.9999999999999996,0.1558321927331921,3.0,0.451871451764635,0.2960392590314429,11,0.5190021824906113,0.1902153184087592,0.1902153184087592,1.722542591132755,0.0588502389442641,0.0588502389442641,0.3497653120241002,0.0891678072668079,0.0891678072668079,0.5641120192300204,1,development,3,train,2026-04-10,2026-05-07,2026-05-08,2026-05-12,28,5
2026-04-10,0,24h_prior,114221833123908158105887372263604526651035188443468358054614096591140838124990,highest-temperature-in-hong-kong-on-april-10-2026-29c,29°C,interior_bin,"[29, 30)",114221833123908158105887372263604526651035188443468358054614096591140838124990,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,29.0,30.0,1,1,1.0,29.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0547846815912408,0.1861497610557358,0.1558321927331921,-2.848002129837053,-1.475224850728398,-1.6895715579343182,-2.1999999999999997,3.1999999999999997,-0.7571428571428562,1.7571428571428562,-0.9585795291845484,2.2246279639565945,0.245,-1.1254595387042978,0.9977777777777778,1.0495,0.2334444973797046,2.0,0.435,0.19,11,0.6023864467862455,0.9999999999999996,0.0547846815912408,6.0,0.2561336880197627,0.2013490064285219,11,0.7650690101613395,0.9999999999999996,0.1861497610557358,3.0,0.2574465358332783,0.0712967747775425,11,0.7312213859903444,0.9999999999999996,0.1558321927331921,3.0,0.451871451764635,0.2960392590314429,11,0.5190021824906113,0.1902153184087592,0.1902153184087592,1.722542591132755,0.0588502389442641,0.0588502389442641,0.3497653120241002,0.0891678072668079,0.0891678072668079,0.5641120192300204,1,development,4,train,2026-04-10,2026-05-12,2026-05-13,2026-05-21,33,5
2026-04-10,0,24h_prior,27108372496993268654926442590603826923879365862633957505324227158731269160365,highest-temperature-in-hong-kong-on-april-10-2026-23c,23°C,interior_bin,"[23, 24)",27108372496993268654926442590603826923879365862633957505324227158731269160365,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,23.0,24.0,1,1,1.0,23.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0253249029511799,0.0021009937760736,3.899104927818088e-08,-3.65031596367469,-6.163241615527727,-13.815509557963772,3.8000000000000007,-2.8000000000000007,5.242857142857144,-4.242857142857144,6.63771107944773,-5.371662644675683,0.0015,-6.500789044747705,0.9922222222222222,1.0495,0.0014292520247737,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999996,0.0253249029511799,7.0,0.2561336880197627,0.2308087850685828,11,0.7650690101613395,0.9999999999999996,0.0021009937760736,8.0,0.2574465358332783,0.2553455420572047,11,0.7312213859903444,0.9999999999999996,3.8991049278180894e-08,8.0,0.451871451764635,0.4518714127735857,11,0.5190021824906113,-0.0238249029511798,0.0238249029511798,-2.8504730810730154,-0.0006009937760736,0.0006009937760736,-0.3375474292199785,0.0014999610089507,0.0014999610089507,7.314720513216068,1,development,1,train,2026-04-10,2026-04-25,2026-04-26,2026-05-01,16,6
2026-04-10,0,24h_prior,27108372496993268654926442590603826923879365862633957505324227158731269160365,highest-temperature-in-hong-kong-on-april-10-2026-23c,23°C,interior_bin,"[23, 24)",27108372496993268654926442590603826923879365862633957505324227158731269160365,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,23.0,24.0,1,1,1.0,23.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0253249029511799,0.0021009937760736,3.899104927818088e-08,-3.65031596367469,-6.163241615527727,-13.815509557963772,3.8000000000000007,-2.8000000000000007,5.242857142857144,-4.242857142857144,6.63771107944773,-5.371662644675683,0.0015,-6.500789044747705,0.9922222222222222,1.0495,0.0014292520247737,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999996,0.0253249029511799,7.0,0.2561336880197627,0.2308087850685828,11,0.7650690101613395,0.9999999999999996,0.0021009937760736,8.0,0.2574465358332783,0.2553455420572047,11,0.7312213859903444,0.9999999999999996,3.8991049278180894e-08,8.0,0.451871451764635,0.4518714127735857,11,0.5190021824906113,-0.0238249029511798,0.0238249029511798,-2.8504730810730154,-0.0006009937760736,0.0006009937760736,-0.3375474292199785,0.0014999610089507,0.0014999610089507,7.314720513216068,1,development,2,train,2026-04-10,2026-05-01,2026-05-02,2026-05-07,22,6
2026-04-10,0,24h_prior,27108372496993268654926442590603826923879365862633957505324227158731269160365,highest-temperature-in-hong-kong-on-april-10-2026-23c,23°C,interior_bin,"[23, 24)",27108372496993268654926442590603826923879365862633957505324227158731269160365,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,23.0,24.0,1,1,1.0,23.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0253249029511799,0.0021009937760736,3.899104927818088e-08,-3.65031596367469,-6.163241615527727,-13.815509557963772,3.8000000000000007,-2.8000000000000007,5.242857142857144,-4.242857142857144,6.63771107944773,-5.371662644675683,0.0015,-6.500789044747705,0.9922222222222222,1.0495,0.0014292520247737,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999996,0.0253249029511799,7.0,0.2561336880197627,0.2308087850685828,11,0.7650690101613395,0.9999999999999996,0.0021009937760736,8.0,0.2574465358332783,0.2553455420572047,11,0.7312213859903444,0.9999999999999996,3.8991049278180894e-08,8.0,0.451871451764635,0.4518714127735857,11,0.5190021824906113,-0.0238249029511798,0.0238249029511798,-2.8504730810730154,-0.0006009937760736,0.0006009937760736,-0.3375474292199785,0.0014999610089507,0.0014999610089507,7.314720513216068,1,development,3,train,2026-04-10,2026-05-07,2026-05-08,2026-05-12,28,5
2026-04-10,0,24h_prior,27108372496993268654926442590603826923879365862633957505324227158731269160365,highest-temperature-in-hong-kong-on-april-10-2026-23c,23°C,interior_bin,"[23, 24)",27108372496993268654926442590603826923879365862633957505324227158731269160365,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,23.0,24.0,1,1,1.0,23.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0253249029511799,0.0021009937760736,3.899104927818088e-08,-3.65031596367469,-6.163241615527727,-13.815509557963772,3.8000000000000007,-2.8000000000000007,5.242857142857144,-4.242857142857144,6.63771107944773,-5.371662644675683,0.0015,-6.500789044747705,0.9922222222222222,1.0495,0.0014292520247737,10.0,0.435,0.4335,11,0.6023864467862455,0.9999999999999996,0.0253249029511799,7.0,0.2561336880197627,0.2308087850685828,11,0.7650690101613395,0.9999999999999996,0.0021009937760736,8.0,0.2574465358332783,0.2553455420572047,11,0.7312213859903444,0.9999999999999996,3.8991049278180894e-08,8.0,0.451871451764635,0.4518714127735857,11,0.5190021824906113,-0.0238249029511798,0.0238249029511798,-2.8504730810730154,-0.0006009937760736,0.0006009937760736,-0.3375474292199785,0.0014999610089507,0.0014999610089507,7.314720513216068,1,development,4,train,2026-04-10,2026-05-12,2026-05-13,2026-05-21,33,5
2026-04-10,0,24h_prior,33920930266990684139171199131588879631620210162811979261259740749860755381977,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,24.0,25.0,1,1,1.0,24.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0840955945149676,0.012974945648673,2.012309245430499e-05,-2.387957816685755,-4.331675183342911,-10.813622400736346,2.8000000000000007,-1.8000000000000007,4.242857142857144,-3.242857142857144,5.371662644675683,-4.105614209903637,0.0095,-4.646918067532111,0.9911111111111112,1.0495,0.0090519294902334,6.0,0.435,0.4255,11,0.6023864467862455,0.9999999999999996,0.0840955945149676,5.0,0.2561336880197627,0.1720380935047951,11,0.7650690101613395,0.9999999999999996,0.012974945648673,7.0,0.2574465358332783,0.2444715901846053,11,0.7312213859903444,0.9999999999999996,2.0123092454305e-05,7.0,0.451871451764635,0.4518513286721807,11,0.5190021824906113,-0.0745955945149676,0.0745955945149676,-2.258960250846356,-0.003474945648673,0.003474945648673,-0.3152428841891996,0.0094798769075456,0.0094798769075456,6.166704333204235,1,development,1,train,2026-04-10,2026-04-25,2026-04-26,2026-05-01,16,6
2026-04-10,0,24h_prior,33920930266990684139171199131588879631620210162811979261259740749860755381977,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,2026-04-08 06:00:00+00:00,2026-04-08 16:00:00+00:00,2026-04-07,0,11,11,1,True,,1,True,True,True,True,24.0,1,0,0,0,0,1,0,24.0,25.0,1,1,1.0,24.5,0,4,10,100,0.9893724130196828,-0.1454036738036898,26.8,28.242857142857144,1.4428571428571426,0.7898591969588046,14,0.0840955945149676,0.012974945648673,2.012309245430499e-05,-2.387957816685755,-4.331675183342911,-10.813622400736346,2.8000000000000007,-1.8000000000000007,4.242857142857144,-3.242857142857144,5.371662644675683,-4.105614209903637,0.0095,-4.646918067532111,0.9911111111111112,1.0495,0.0090519294902334,6.0,0.435,0.4255,11,0.6023864467862455,0.9999999999999996,0.0840955945149676,5.0,0.2561336880197627,0.1720380935047951,11,0.7650690101613395,0.9999999999999996,0.012974945648673,7.0,0.2574465358332783,0.2444715901846053,11,0.7312213859903444,0.9999999999999996,2.0123092454305e-05,7.0,0.451871451764635,0.4518513286721807,11,0.5190021824906113,-0.0745955945149676,0.0745955945149676,-2.258960250846356,-0.003474945648673,0.003474945648673,-0.3152428841891996,0.0094798769075456,0.0094798769075456,6.166704333204235,1,development,2,train,2026-04-10,2026-05-01,2026-05-02,2026-05-07,22,6
