model,scope,scope_value,rows,dates,mean_pit,variance_pit,variance_error_from_uniform,mean_absolute_deviation_from_half,ks_statistic,ks_nominal_iid_p_value,cramer_von_mises_statistic,cramer_von_mises_nominal_iid_p_value,ten_bin_chi_square,ten_bin_nominal_iid_p_value,p_value_interpretation
rbf,overall,all,1460,365,0.4808956114872839,0.0921800795036127,0.0088467461702793,0.2677418092706878,0.0569711882790007,0.0001466056852444,1.1686370879164982,0.0009927631868806,28.438356164383563,0.0008055428217304,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,decision_rule,24h_prior,365,365,0.4967365272250136,0.0950238751335728,0.0116905418002394,0.2726854420856041,0.0558636499212843,0.1972260821953101,0.2562666290782665,0.1805397116796693,14.917808219178085,0.0932185269226309,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,decision_rule,12h_prior,365,365,0.4717969710907038,0.092349778861571,0.0090164455282376,0.2676451933176351,0.0729423540443893,0.0390929050722481,0.4744429682831939,0.0462224905745508,9.931506849315069,0.3560585636441363,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,decision_rule,6h_prior,365,365,0.4761584760057435,0.0921294644706939,0.0087961311373605,0.2675921570110606,0.0705241754227559,0.0504627529331267,0.3619338020719196,0.091237883598471,7.95890410958904,0.5382929620278292,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,decision_rule,event_day_open,365,365,0.4788904716276745,0.0896157550636987,0.0062824217303653,0.2630444446684513,0.0620986844449389,0.1148379713464163,0.3223058804422664,0.1170826944702206,6.1506849315068495,0.7247475149110167,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,validation_block,fold_01,364,91,0.5478026644196758,0.0991683318695557,0.0158349985362224,0.2815187838605784,0.1335823191725931,3.992938116022337e-06,1.954160977005059,1.5584592173212286e-05,46.76923076923077,4.3328011658994e-07,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,validation_block,fold_02,364,91,0.6583822408649798,0.0734447349991784,-0.0098885983341548,0.2791515662017584,0.2571448790639764,1.0321337077198396e-21,11.041685113696358,2.390309061794937e-10,131.87912087912088,4.869548663602334e-24,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,validation_block,fold_03,364,91,0.3631400440015257,0.0692538147140126,-0.0140795186193206,0.2581826699420184,0.197876181603823,5.771158624311235e-13,7.787123480364633,1.396370685746717e-09,92.978021978022,4.105540617677797e-16,nominal i.i.d. reference only; rows share target dates and may be serially dependent
rbf,validation_block,fold_04,368,92,0.3556339979110449,0.0620588323069418,-0.0212745010263915,0.2522840822109209,0.2709471714747479,2.3516988661839233e-24,10.271625260593911,2.857996395100315e-09,114.39130434782608,1.8719182970771692e-20,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,overall,all,1460,365,0.4875769547286039,0.0891574616698366,0.0058241283365033,0.2616561199513836,0.0343071287857528,0.0628555200465329,0.5113982428040402,0.0372555021685595,14.10958904109589,0.1184799864428263,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,decision_rule,24h_prior,365,365,0.4966565181447519,0.0930142634300849,0.0096809300967515,0.2688264910719264,0.0504154223717556,0.3014127498883354,0.1821896958805625,0.3048897907441618,8.17808219178082,0.5163043682088906,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,decision_rule,12h_prior,365,365,0.4782808655295589,0.0895064651067543,0.006173131773421,0.2614262032789279,0.0507515454078923,0.2940262426668188,0.2655930641461722,0.1695556294059865,7.465753424657533,0.5887462220931798,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,decision_rule,6h_prior,365,365,0.4827996601037747,0.088950784517798,0.0056174511844647,0.260853722349904,0.0435581683197942,0.4794723067407301,0.1699580487144382,0.3342062739786025,5.602739726027397,0.7789246071342395,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,decision_rule,event_day_open,365,365,0.4925707751363302,0.0856759362364557,0.0023426029031223,0.255518063104776,0.0322672649213812,0.8296722634393885,0.0790566768170395,0.6976241191508321,4.013698630136987,0.910508602862926,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,validation_block,fold_01,364,91,0.5599436639749705,0.0980793493322119,0.0147460159988785,0.2830471711037059,0.1543108020937293,4.9185824804941833e-08,2.575691712383321,6.159515754111666e-07,47.318681318681314,3.423038765635551e-07,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,validation_block,fold_02,364,91,0.6464200423861938,0.0743685313219779,-0.0089648020113553,0.2744873033584974,0.2360912529392668,2.4816951821679744e-18,9.491051645894192,7.17935710881079e-10,109.7912087912088,1.6215792104667462e-19,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,validation_block,fold_03,364,91,0.3540815288480848,0.0662484577283978,-0.0170848756049354,0.2576122648045267,0.2111236198886438,1.028813253143726e-14,8.898815447934325,2.1567980734715772e-10,104.2967032967033,2.1208676789806426e-18,nominal i.i.d. reference only; rows share target dates and may be serially dependent
matern32,validation_block,fold_04,368,92,0.3909246964336823,0.0610872052730967,-0.0222461280602365,0.2318057664019846,0.2275234314236583,3.175270091606441e-17,6.421430600519346,3.3608449356847814e-11,79.3913043478261,2.1347418130548852e-13,nominal i.i.d. reference only; rows share target dates and may be serially dependent
