target_date,validation_block,chronological_index,target_date_dt,season,year,mean_deterministic_forecast_c,mean_hko_settlement_c,mean_raw_crps_c,mean_static_residual_correction_c,mean_static_predictive_sd_c,mean_static_crps_c,mean_raw_absolute_error_c,mean_deterministic_forecast_c_quartile,mean_static_residual_correction_c_quartile,mean_static_predictive_sd_c_quartile,mean_raw_absolute_error_c_quartile,loss_difference_c,improvement_c
2025-04-08,1,24,2025-04-08,MAM,2025,25.05,26.7,1.6499999999999986,1.4106164383561643,1.3698784900271492,0.3425968916218307,1.6499999999999986,Q2,Q1,Q1,Q3,0.0373247177781692,-0.0373247177781692
2025-04-09,1,25,2025-04-09,MAM,2025,25.5,27.2,1.7000000000000002,1.4106164383561643,1.3698784900271492,0.3922695601871895,1.7000000000000002,Q2,Q1,Q1,Q3,0.015822424637810473,-0.015822424637810473
2025-04-10,1,26,2025-04-10,MAM,2025,25.65,27.8,2.1500000000000012,1.4106164383561643,1.3698784900271492,0.6432960441857877,2.1500000000000012,Q2,Q1,Q1,Q3,0.01932848196421233,-0.01932848196421233
2025-04-11,1,27,2025-04-11,MAM,2025,26.0,27.6,1.6000000000000023,1.4106164383561643,1.3698784900271492,0.339087820647417,1.6000000000000023,Q2,Q1,Q1,Q3,0.06430492210258298,-0.06430492210258298
2025-04-12,1,28,2025-04-12,MAM,2025,25.425,27.1,1.6750000000000007,1.4106164383561643,1.3698784900271492,0.3534232844174211,1.6750000000000007,Q2,Q1,Q1,Q3,0.06054263483257888,-0.06054263483257888
2025-04-13,1,29,2025-04-13,MAM,2025,22.3,24.5,2.1999999999999997,1.4106164383561643,1.3698784900271492,0.5637469298705411,2.1999999999999997,Q1,Q1,Q1,Q3,-0.09460006092054118,0.09460006092054118
2025-04-14,1,30,2025-04-14,MAM,2025,26.8,26.2,0.6000000000000005,1.4106164383561643,1.3698784900271492,1.3278292523291728,0.6000000000000005,Q2,Q1,Q1,Q1,-0.21410718130417283,0.21410718130417283
2025-04-15,1,31,2025-04-15,MAM,2025,30.375,33.0,2.625,1.4106164383561643,1.3698784900271492,0.7482438338438852,2.625,Q4,Q1,Q1,Q4,0.14997886608111488,-0.14997886608111488
2025-04-16,1,32,2025-04-16,MAM,2025,25.875,27.5,1.625,1.4106164383561643,1.3698784900271492,0.34608439438629207,1.625,Q2,Q1,Q1,Q3,0.036074382888707845,-0.036074382888707845
2025-04-17,1,33,2025-04-17,MAM,2025,26.725,28.7,1.9749999999999988,1.4106164383561643,1.3698784900271492,0.41966625833116655,1.9749999999999988,Q2,Q1,Q1,Q3,0.09728157001883347,-0.09728157001883347
2025-04-18,1,34,2025-04-18,MAM,2025,26.65,26.5,0.15000000000000036,1.4106164383561643,1.3698784900271492,0.9620057212078885,0.15000000000000036,Q2,Q1,Q1,Q1,-0.14499448618288835,0.14499448618288835
2025-04-19,1,35,2025-04-19,MAM,2025,27.425,28.0,0.5750000000000002,1.4106164383561643,1.3698784900271492,0.5214276596202987,0.5750000000000002,Q3,Q1,Q1,Q1,-0.06504840022029879,0.06504840022029879
2025-04-20,1,36,2025-04-20,MAM,2025,27.375,30.6,3.2250000000000014,1.4106164383561643,1.3698784900271492,1.1630335184501754,3.2250000000000014,Q3,Q1,Q1,Q4,0.1573757013998247,-0.1573757013998247
2025-04-21,1,37,2025-04-21,MAM,2025,28.0,29.1,1.1000000000000014,1.4106164383561643,1.3698784900271492,0.36090429627709186,1.1000000000000014,Q3,Q1,Q1,Q2,-0.00895041370209182,0.00895041370209182
2025-04-22,1,38,2025-04-22,MAM,2025,27.7,29.1,1.4000000000000021,1.4106164383561643,1.3698784900271492,0.3339614193596587,1.4000000000000021,Q3,Q1,Q1,Q2,0.02320676411534134,-0.02320676411534134
2025-04-23,1,39,2025-04-23,MAM,2025,28.425,30.8,2.375000000000001,1.4106164383561643,1.3698784900271492,0.581958690893943,2.375000000000001,Q3,Q1,Q1,Q3,0.114655501831057,-0.114655501831057
2025-04-24,1,40,2025-04-24,MAM,2025,28.2,30.1,1.9000000000000021,1.4106164383561643,1.3698784900271492,0.41391031752430724,1.9000000000000021,Q3,Q1,Q1,Q3,0.0783134504006926,-0.0783134504006926
2025-04-25,1,41,2025-04-25,MAM,2025,27.1,26.5,1.2000000000000002,1.4106164383561643,1.3698784900271492,1.4914296298594483,1.2000000000000002,Q3,Q1,Q1,Q2,-0.16494663138444854,0.16494663138444854
2025-04-26,1,42,2025-04-26,MAM,2025,23.45,23.9,0.4499999999999993,1.4106164383561643,1.3698784900271492,0.5807961560618783,0.4499999999999993,Q2,Q1,Q1,Q1,0.0074402042881217545,-0.0074402042881217545
2025-04-27,1,43,2025-04-27,MAM,2025,25.25,23.2,2.0500000000000007,1.4106164383561643,1.3698784900271492,2.7048029565429816,2.0500000000000007,Q2,Q1,Q1,Q3,-0.13561113551798165,0.13561113551798165
2025-04-28,1,44,2025-04-28,MAM,2025,28.125,29.3,1.1749999999999998,1.4106164383561643,1.3698784900271492,0.37851506474112245,1.1749999999999998,Q3,Q1,Q1,Q2,0.022210702508877578,-0.022210702508877578
2025-04-29,1,45,2025-04-29,MAM,2025,25.75,28.3,2.5500000000000016,1.4106164383561643,1.3698784900271492,0.680756676848255,2.5500000000000016,Q2,Q1,Q1,Q3,0.06524425890174501,-0.06524425890174501
2025-04-30,1,46,2025-04-30,MAM,2025,26.3,29.2,2.8999999999999995,1.4106164383561643,1.3698784900271492,0.9105800689200177,2.8999999999999995,Q2,Q1,Q1,Q4,0.0836112315799824,-0.0836112315799824
2025-05-01,1,47,2025-05-01,MAM,2025,28.425,27.9,0.8250000000000011,1.4106164383561643,1.3698784900271492,1.3154136035541326,0.8250000000000011,Q3,Q1,Q1,Q2,-0.12381790927913272,0.12381790927913272
2025-05-02,1,48,2025-05-02,MAM,2025,28.975,32.3,3.324999999999996,1.4106164383561643,1.3698784900271492,1.2624244994192497,3.324999999999996,Q3,Q1,Q1,Q4,0.1003858981057506,-0.1003858981057506
2025-05-03,1,49,2025-05-03,MAM,2025,28.275,29.7,1.4249999999999998,1.4106164383561643,1.3698784900271492,0.3246268217563177,1.4249999999999998,Q3,Q1,Q1,Q2,0.03374629521868222,-0.03374629521868222
2025-05-04,1,50,2025-05-04,MAM,2025,28.75,31.7,2.95,1.4106164383561643,1.3698784900271492,0.9486135056875785,2.95,Q3,Q1,Q1,Q4,0.09994851676242145,-0.09994851676242145
2025-05-05,1,51,2025-05-05,MAM,2025,29.125,32.0,2.875,1.4106164383561643,1.3698784900271492,0.898987098638728,2.875,Q3,Q1,Q1,Q4,0.09933360901127208,-0.09933360901127208
2025-05-06,1,52,2025-05-06,MAM,2025,28.950000000000003,30.4,1.4499999999999975,1.4106164383561643,1.3698784900271492,0.5552530781337537,1.4499999999999975,Q3,Q1,Q1,Q2,0.0034250573912463222,-0.0034250573912463222
2025-05-07,1,53,2025-05-07,MAM,2025,28.65,28.0,0.6499999999999986,1.4106164383561643,1.3698784900271492,1.3718341709643338,0.6499999999999986,Q3,Q1,Q1,Q1,-0.12709935821433382,0.12709935821433382
2025-05-08,1,54,2025-05-08,MAM,2025,28.3,29.2,0.8999999999999995,1.4106164383561643,1.3698784900271492,0.4095774255737283,0.8999999999999995,Q3,Q1,Q1,Q2,-0.020504071548728298,0.020504071548728298
2025-05-09,1,55,2025-05-09,MAM,2025,29.450000000000003,29.3,0.25,1.4106164383561643,1.3698784900271492,0.9683173113248493,0.25,Q4,Q1,Q1,Q1,-0.09744949017484916,0.09744949017484916
2025-05-10,1,56,2025-05-10,MAM,2025,28.55,30.7,2.1499999999999986,1.4106164383561643,1.3698784900271492,0.94716215351881,2.1499999999999986,Q3,Q1,Q1,Q3,0.012243441831190083,-0.012243441831190083
2025-05-11,1,57,2025-05-11,MAM,2025,23.225,29.5,6.275,1.4106164383561643,1.3698784900271492,4.093809421738417,6.275,Q2,Q1,Q1,Q4,-0.045923612113417,0.045923612113417
2025-05-12,1,58,2025-05-12,MAM,2025,25.875,30.4,4.524999999999999,1.4106164383561643,1.3698784900271492,2.3526426185291154,4.524999999999999,Q2,Q1,Q1,Q4,0.03182838402088484,-0.03182838402088484
2025-05-13,1,59,2025-05-13,MAM,2025,25.825,29.3,3.4750000000000005,1.4106164383561643,1.3698784900271492,1.3766046071429043,3.4750000000000005,Q2,Q1,Q1,Q4,0.027108148657095654,-0.027108148657095654
2025-05-14,1,60,2025-05-14,MAM,2025,27.275,31.4,4.124999999999999,1.4106164383561643,1.3698784900271492,1.968285311944998,4.124999999999999,Q3,Q1,Q1,Q4,0.05554331805500223,-0.05554331805500223
2025-05-15,1,61,2025-05-15,MAM,2025,28.0,31.9,3.8999999999999986,1.4106164383561643,1.3698784900271492,1.7542737807972741,3.8999999999999986,Q3,Q1,Q1,Q4,0.057443906852726156,-0.057443906852726156
2025-05-16,1,62,2025-05-16,MAM,2025,28.675,29.3,0.625,1.4106164383561643,1.3698784900271492,0.49589079027646393,0.625,Q3,Q1,Q1,Q1,-0.02551932180146399,0.02551932180146399
2025-05-17,1,63,2025-05-17,MAM,2025,30.075,32.8,2.724999999999997,1.4106164383561643,1.3698784900271492,0.7973235049639007,2.724999999999997,Q4,Q1,Q1,Q4,0.0652758664360994,-0.0652758664360994
2025-05-18,1,64,2025-05-18,MAM,2025,29.3,32.5,3.2,1.4106164383561643,1.3698784900271492,1.1399916731148978,3.2,Q4,Q1,Q1,Q4,0.0602350753601022,-0.0602350753601022
2025-05-19,1,65,2025-05-19,MAM,2025,29.65,31.5,1.8500000000000005,1.4106164383561643,1.3698784900271492,0.41471539021429255,1.8500000000000005,Q4,Q1,Q1,Q3,0.03202556916070731,-0.03202556916070731
2025-05-20,1,66,2025-05-20,MAM,2025,28.825,30.8,1.9750000000000014,1.4106164383561643,1.3698784900271492,0.4490011762826259,1.9750000000000014,Q3,Q1,Q1,Q3,0.044768270317374015,-0.044768270317374015
2025-05-21,1,67,2025-05-21,MAM,2025,30.175,32.4,2.224999999999999,1.4106164383561643,1.3698784900271492,0.5197647500828672,2.224999999999999,Q4,Q1,Q1,Q3,0.046457962017132926,-0.046457962017132926
2025-05-22,1,68,2025-05-22,MAM,2025,30.825,33.0,2.1750000000000003,1.4106164383561643,1.3698784900271492,0.49025931556800106,2.1750000000000003,Q4,Q1,Q1,Q3,0.05054182535699897,-0.05054182535699897
2025-05-23,1,69,2025-05-23,MAM,2025,30.625,32.4,1.7749999999999986,1.4106164383561643,1.3698784900271492,0.3630215598458275,1.7749999999999986,Q4,Q1,Q1,Q3,0.03716853757917249,-0.03716853757917249
2025-05-24,1,70,2025-05-24,MAM,2025,29.6,30.5,1.2000000000000002,1.4106164383561643,1.3698784900271492,0.7179904595328642,1.2000000000000002,Q4,Q1,Q1,Q2,-0.009987099807864275,0.009987099807864275
2025-05-25,1,71,2025-05-25,MAM,2025,26.95,27.3,1.0500000000000007,1.4106164383561643,1.3698784900271492,0.8783468470436122,1.0500000000000007,Q3,Q1,Q1,Q2,-0.02947314976861226,0.02947314976861226
2025-05-26,1,72,2025-05-26,MAM,2025,27.3,27.7,0.39999999999999947,1.4106164383561643,1.3698784900271492,0.6292607209943463,0.39999999999999947,Q3,Q1,Q1,Q1,-0.03773268959434628,0.03773268959434628
2025-05-27,1,73,2025-05-27,MAM,2025,28.275,29.2,0.9249999999999989,1.4106164383561643,1.3698784900271492,0.426624660233793,0.9249999999999989,Q3,Q1,Q1,Q2,0.011157321666207032,-0.011157321666207032
2025-05-28,1,74,2025-05-28,MAM,2025,26.0,27.3,1.3000000000000007,1.4106164383561643,1.3698784900271492,0.3391108755785387,1.3000000000000007,Q2,Q1,Q1,Q2,0.020388104546461283,-0.020388104546461283
2025-05-29,1,75,2025-05-29,MAM,2025,28.099999999999998,27.9,0.2999999999999998,1.4106164383561643,1.3698784900271492,1.0154932676739392,0.2999999999999998,Q3,Q1,Q1,Q1,-0.06413363394893923,0.06413363394893923
2025-05-30,1,76,2025-05-30,MAM,2025,25.875,25.0,0.8750000000000009,1.4106164383561643,1.3698784900271492,1.5720561987160653,0.8750000000000009,Q2,Q1,Q1,Q2,-0.0697053956910656,0.0697053956910656
2025-05-31,1,77,2025-05-31,MAM,2025,26.525,25.4,1.1250000000000018,1.4106164383561643,1.3698784900271492,1.8002377676555685,1.1250000000000018,Q2,Q1,Q1,Q2,-0.07827952208056832,0.07827952208056832
2025-06-01,1,78,2025-06-01,JJA,2025,29.4,31.2,1.799999999999999,1.4106164383561643,1.3698784900271492,0.3887174654882362,1.799999999999999,Q4,Q1,Q1,Q3,0.031311546611763774,-0.031311546611763774
2025-06-02,1,79,2025-06-02,JJA,2025,30.625,31.2,0.5749999999999993,1.4106164383561643,1.3698784900271492,0.5273855119506836,0.5749999999999993,Q4,Q1,Q1,Q1,-0.02259019315068367,0.02259019315068367
2025-06-03,1,80,2025-06-03,JJA,2025,30.174999999999997,30.6,0.5750000000000011,1.4106164383561643,1.3698784900271492,0.6490519573862895,0.5750000000000011,Q4,Q1,Q1,Q1,-0.012141962836289544,0.012141962836289544
2025-06-04,1,81,2025-06-04,JJA,2025,27.3,28.5,1.2000000000000002,1.4106164383561643,1.3698784900271492,0.47727703439530544,1.2000000000000002,Q3,Q1,Q1,Q2,0.005913412854694489,-0.005913412854694489
2025-06-05,1,82,2025-06-05,JJA,2025,26.950000000000003,28.1,1.1500000000000004,1.4106164383561643,1.3698784900271492,0.5406084633583934,1.1500000000000004,Q3,Q1,Q1,Q2,0.02291098429160665,-0.02291098429160665
2025-06-06,1,83,2025-06-06,JJA,2025,28.75,31.8,3.050000000000001,1.4106164383561643,1.3698784900271492,1.0241403531597455,3.050000000000001,Q3,Q1,Q1,Q4,0.031581040140254535,-0.031581040140254535
2025-06-07,1,84,2025-06-07,JJA,2025,30.275,33.6,3.325000000000002,1.4106164383561643,1.3698784900271492,1.2439391037477983,3.325000000000002,Q4,Q1,Q1,Q4,0.028703347902201415,-0.028703347902201415
2025-06-08,1,85,2025-06-08,JJA,2025,30.6,33.2,2.6000000000000023,1.4106164383561643,1.3698784900271492,0.7083298553810637,2.6000000000000023,Q4,Q1,Q1,Q4,0.03489565581893628,-0.03489565581893628
2025-06-09,1,86,2025-06-09,JJA,2025,30.925,34.3,3.3749999999999964,1.4106164383561643,1.3698784900271492,1.2953265855926523,3.3749999999999964,Q4,Q1,Q1,Q4,0.02260584200734761,-0.02260584200734761
2025-06-10,1,87,2025-06-10,JJA,2025,31.3,35.6,4.300000000000002,1.4106164383561643,1.3698784900271492,2.137869608161351,4.300000000000002,Q4,Q1,Q1,Q4,0.012040080563649358,-0.012040080563649358
2025-06-11,1,88,2025-06-11,JJA,2025,29.1,31.2,2.0999999999999996,1.4106164383561643,1.3698784900271492,0.5220836913391855,2.0999999999999996,Q3,Q1,Q1,Q3,0.03560238446081443,-0.03560238446081443
2025-06-12,1,89,2025-06-12,JJA,2025,28.3,31.3,3.0,1.4106164383561643,1.3698784900271492,0.9835436647309634,3.0,Q3,Q1,Q1,Q4,0.02290565151903634,-0.02290565151903634
2025-06-13,1,90,2025-06-13,JJA,2025,29.0,31.0,1.9999999999999991,1.4106164383561643,1.3698784900271492,0.4261044252485567,1.9999999999999991,Q3,Q1,Q1,Q3,0.0315354821014433,-0.0315354821014433
2025-06-14,1,91,2025-06-14,JJA,2025,28.474999999999998,31.5,3.0250000000000012,1.4106164383561643,1.3698784900271492,1.0068600154535923,3.0250000000000012,Q3,Q1,Q1,Q4,0.02000064202140761,-0.02000064202140761
2025-06-15,2,92,2025-06-15,JJA,2025,29.025000000000002,30.1,1.0750000000000002,1.4411732456140351,1.428110053654532,0.3759035740769692,1.0750000000000002,Q3,Q1,Q1,Q2,0.24064446942303075,-0.24064446942303075
2025-06-16,2,93,2025-06-16,JJA,2025,27.25,31.1,3.8500000000000005,1.4411732456140351,1.428110053654532,1.6571583923128765,3.8500000000000005,Q3,Q2,Q2,Q4,-0.14296893103787633,0.14296893103787633
2025-06-17,2,94,2025-06-17,JJA,2025,27.05,29.5,2.45,1.4411732456140351,1.428110053654532,0.6248329302266226,2.45,Q3,Q2,Q2,Q3,-0.08861277185162253,0.08861277185162253
2025-06-18,2,95,2025-06-18,JJA,2025,28.275,31.8,3.5250000000000004,1.4411732456140351,1.428110053654532,1.3793405956070333,3.5250000000000004,Q3,Q2,Q2,Q4,-0.36092294108203316,0.36092294108203316
2025-06-19,2,96,2025-06-19,JJA,2025,28.85,32.5,3.6499999999999995,1.4411732456140351,1.428110053654532,1.4827827821647164,3.6499999999999995,Q3,Q2,Q2,Q4,-0.4892650096897164,0.4892650096897164
2025-06-20,2,97,2025-06-20,JJA,2025,28.2,30.4,2.1999999999999993,1.4411732456140351,1.428110053654532,0.5160783919975307,2.1999999999999993,Q3,Q2,Q2,Q3,-0.14595125054753072,0.14595125054753072
2025-06-21,2,98,2025-06-21,JJA,2025,28.9,32.2,3.3000000000000043,1.4411732456140351,1.428110053654532,1.1832978093897368,3.3000000000000043,Q3,Q2,Q2,Q4,-0.42497542501473684,0.42497542501473684
2025-06-22,2,99,2025-06-22,JJA,2025,29.299999999999997,31.7,2.4000000000000004,1.4411732456140351,1.428110053654532,0.5971630539722168,2.4000000000000004,Q3,Q2,Q2,Q3,-0.2337899210972168,0.2337899210972168
2025-06-23,2,100,2025-06-23,JJA,2025,29.9,32.1,2.200000000000001,1.4411732456140351,1.428110053654532,0.5018085390416215,2.200000000000001,Q4,Q2,Q2,Q3,-0.11119146844162159,0.11119146844162159
2025-06-24,2,101,2025-06-24,JJA,2025,30.4,33.4,3.0,1.4411732456140351,1.428110053654532,0.9529619206557037,3.0,Q4,Q2,Q2,Q4,-0.4028324949057036,0.4028324949057036
2025-06-25,2,102,2025-06-25,JJA,2025,30.2,34.5,4.300000000000001,1.4411732456140351,1.428110053654532,2.0776545872604704,4.300000000000001,Q4,Q2,Q2,Q4,-0.5864094827354704,0.5864094827354704
2025-06-26,2,103,2025-06-26,JJA,2025,29.3,31.6,2.3000000000000007,1.4411732456140351,1.428110053654532,0.5341115815791234,2.3000000000000007,Q4,Q2,Q2,Q3,-0.1699556481291235,0.1699556481291235
2025-06-27,2,104,2025-06-27,JJA,2025,28.825,30.1,1.2750000000000012,1.4411732456140351,1.428110053654532,0.34192319043900965,1.2750000000000012,Q3,Q2,Q2,Q2,0.11959516576099027,-0.11959516576099027
2025-06-28,2,105,2025-06-28,JJA,2025,28.475,30.9,2.424999999999999,1.4411732456140351,1.428110053654532,0.6130111971302075,2.424999999999999,Q3,Q2,Q2,Q3,-0.12852239398020748,0.12852239398020748
2025-06-29,2,106,2025-06-29,JJA,2025,28.675,30.8,2.125000000000001,1.4411732456140351,1.428110053654532,0.4845724958945633,2.125000000000001,Q3,Q2,Q2,Q3,-0.1293180838445634,0.1293180838445634
2025-06-30,2,107,2025-06-30,JJA,2025,28.9,30.5,1.6000000000000014,1.4411732456140351,1.428110053654532,0.3408419611144041,1.6000000000000014,Q3,Q2,Q2,Q3,0.0332670878605959,-0.0332670878605959
2025-07-01,2,108,2025-07-01,JJA,2025,27.75,29.8,2.0500000000000007,1.4411732456140351,1.428110053654532,0.5651589861221915,2.0500000000000007,Q3,Q2,Q2,Q3,-0.07745672774719153,0.07745672774719153
2025-07-02,2,109,2025-07-02,JJA,2025,28.825,33.3,4.474999999999997,1.4411732456140351,1.428110053654532,2.248024387213078,4.474999999999997,Q3,Q2,Q2,Q4,-0.39742638493807814,0.39742638493807814
2025-07-03,2,110,2025-07-03,JJA,2025,30.5,33.6,3.1000000000000014,1.4411732456140351,1.428110053654532,1.0264128398534145,3.1000000000000014,Q4,Q2,Q2,Q4,-0.33651553325341443,0.33651553325341443
2025-07-04,2,111,2025-07-04,JJA,2025,30.85,34.5,3.6499999999999995,1.4411732456140351,1.428110053654532,1.4832406294150298,3.6499999999999995,Q4,Q2,Q2,Q4,-0.4037576769650295,0.4037576769650295
2025-07-05,2,112,2025-07-05,JJA,2025,32.400000000000006,34.8,2.399999999999995,1.4411732456140351,1.428110053654532,0.603837276252088,2.399999999999995,Q4,Q2,Q2,Q3,-0.14753889617708804,0.14753889617708804
2025-07-06,2,113,2025-07-06,JJA,2025,32.925,33.5,0.7249999999999979,1.4411732456140351,1.428110053654532,0.5851604469947391,0.7249999999999979,Q4,Q2,Q2,Q1,0.18470955303026082,-0.18470955303026082
2025-07-07,2,114,2025-07-07,JJA,2025,32.725,34.3,1.5749999999999957,1.4411732456140351,1.428110053654532,0.36460949292917844,1.5749999999999957,Q4,Q2,Q2,Q3,0.057981729145821614,-0.057981729145821614
2025-07-08,2,115,2025-07-08,JJA,2025,30.775000000000002,33.3,2.5249999999999964,1.4411732456140351,1.428110053654532,0.6635718806724424,2.5249999999999964,Q4,Q2,Q2,Q3,-0.16445611499744245,0.16445611499744245
2025-07-09,2,116,2025-07-09,JJA,2025,30.275,33.6,3.325000000000001,1.4411732456140351,1.428110053654532,1.2031241783376747,3.325000000000001,Q4,Q2,Q2,Q4,-0.321023198287675,0.321023198287675
2025-07-10,2,117,2025-07-10,JJA,2025,28.7,29.0,0.6000000000000005,1.4411732456140351,1.428110053654532,0.7351331173326524,0.6000000000000005,Q3,Q2,Q2,Q1,0.1830663189173476,-0.1830663189173476
2025-07-11,2,118,2025-07-11,JJA,2025,29.675,29.9,0.7249999999999988,1.4411732456140351,1.428110053654532,0.8329532773669495,0.7249999999999988,Q4,Q2,Q2,Q1,0.28827862463305043,-0.28827862463305043
2025-07-12,2,119,2025-07-12,JJA,2025,29.549999999999997,31.3,1.7500000000000018,1.4411732456140351,1.428110053654532,0.36684397485045983,1.7500000000000018,Q4,Q2,Q2,Q3,-0.0038581724504597736,0.0038581724504597736
